SampleId;SEEDLE;ObjectId#;ProjArea;StraightLength;CurvedLength;StraightWidth;CurvedWidth;Curvature;VolCircle;VolEllipsoid;VolRectangle;VolConstPerim;SurfAreaCircle;SurfAreaEllipsoid;SurfAreaRectangle;SurfAreaConstPerim;SurfAreaPropPerim;WLRatio;HorizPosition;VertPosition;ProjPerimeter;ProjFormCoeff
58;SEEDLE;7;0.0170;0.5670;0.5697;0.0353;0.0364;0.0288;0.0004;0.0000;0.0001;0.0000;0.0522;0.0371;0.0366;0.0006;0.0166;0.0623;7.5762;4.3253;1.2157;0.1443
58;SEEDLE;8;0.1361;0.7530;0.7750;0.2470;0.2452;0.0269;0.0213;0.0021;0.0027;0.0000;0.4308;0.3061;0.3017;0.0008;0.1371;0.3281;8.1369;2.5956;1.9519;0.4490
58;SEEDLE;9;0.0862;0.4180;0.6990;0.3417;0.3940;0.1455;0.0359;0.0036;0.0046;0.0000;0.5091;0.3618;0.3565;0.0007;0.1621;0.8175;8.5775;4.4537;1.6364;0.4046
58.5;SEEDLE;1;0.0247;0.4333;0.4742;0.1052;0.0677;0.1899;0.0010;0.0001;0.0001;0.0000;0.0771;0.0548;0.0540;0.0005;0.0245;0.2428;5.1240;6.2251;1.0973;0.2579
58.5;SEEDLE;2;0.0692;0.3552;0.4332;0.3131;0.3362;0.0458;0.0183;0.0018;0.0023;0.0000;0.2961;0.2105;0.2074;0.0004;0.0943;0.8814;5.3665;5.2694;1.1625;0.6437
58.5;SEEDLE;3;0.0206;0.4275;0.4576;0.0919;0.0981;0.1075;0.0009;0.0001;0.0001;0.0000;0.0659;0.0468;0.0461;0.0005;0.0210;0.2150;6.5243;6.1026;1.0575;0.2319
59;SEEDLE;1;0.0732;0.4687;0.4916;0.2194;0.2193;0.0861;0.0093;0.0009;0.0012;0.0000;0.2260;0.1606;0.1583;0.0005;0.0719;0.4681;5.2098;6.8333;1.5059;0.4057
59;SEEDLE;2;0.0982;0.5776;0.6260;0.2846;0.2823;0.0352;0.0174;0.0017;0.0022;0.0000;0.3238;0.2301;0.2268;0.0006;0.1031;0.4927;5.6514;5.7271;1.6907;0.4317
59;SEEDLE;3;0.0267;0.3362;0.3463;0.1006;0.1019;0.0134;0.0017;0.0002;0.0002;0.0000;0.0833;0.0592;0.0583;0.0003;0.0265;0.2992;5.7983;6.9917;0.8701;0.4425
59;SEEDLE;4;0.0588;0.4423;0.4514;0.1785;0.1762;0.0748;0.0066;0.0007;0.0008;0.0000;0.1845;0.1311;0.1292;0.0005;0.0587;0.4037;6.3840;6.1567;1.1229;0.5857
59;SEEDLE;5;0.0454;0.5004;0.5094;0.1077;0.1070;0.0128;0.0033;0.0003;0.0004;0.0000;0.1426;0.1013;0.0999;0.0005;0.0454;0.2153;6.6741;7.0477;1.1879;0.4039
59;SEEDLE;6;0.0190;0.3592;0.3736;0.0868;0.0868;0.1086;0.0009;0.0001;0.0001;0.0000;0.0600;0.0427;0.0420;0.0004;0.0191;0.2417;7.3191;6.3517;0.8255;0.3504
59;SEEDLE;7;0.0393;0.3971;0.4148;0.1409;0.1384;0.0967;0.0034;0.0003;0.0004;0.0000;0.1258;0.0894;0.0881;0.0004;0.0400;0.3548;7.6823;7.5062;0.9594;0.5362
59.5;SEEDLE;1;0.0203;0.4213;0.4239;0.0630;0.0630;0.0303;0.0008;0.0001;0.0001;0.0000;0.0645;0.0459;0.0452;0.0004;0.0205;0.1496;4.5576;4.0484;0.9636;0.2752
59.5;SEEDLE;2;0.0181;0.4166;0.4223;0.0586;0.0570;0.0449;0.0007;0.0001;0.0001;0.0000;0.0566;0.0402;0.0397;0.0004;0.0180;0.1407;5.0760;4.6760;0.9355;0.2605
59.5;SEEDLE;3;0.0336;0.3383;0.3465;0.1307;0.1319;0.0719;0.0029;0.0003;0.0004;0.0000;0.1047;0.0744;0.0733;0.0003;0.0333;0.3865;5.6814;4.3573;0.8567;0.5749
59.5;SEEDLE;4;0.0249;0.3408;0.3500;0.1015;0.1015;0.0480;0.0015;0.0002;0.0002;0.0000;0.0794;0.0564;0.0556;0.0003;0.0253;0.2978;5.7993;3.8071;0.8224;0.4633
59.5;SEEDLE;5;0.0423;0.3364;0.3539;0.1784;0.1990;0.0191;0.0049;0.0005;0.0006;0.0000;0.1382;0.0982;0.0968;0.0004;0.0440;0.5303;6.3088;5.0462;0.8933;0.6661
59.5;SEEDLE;6;0.3218;0.9230;0.9647;0.4577;0.4640;0.0593;0.0984;0.0098;0.0125;0.0000;1.0380;0.7377;0.7269;0.0010;0.3304;0.4959;7.7548;4.8803;2.6194;0.5894
59.5;SEEDLE;7;0.0218;0.1929;0.2488;0.1874;0.1778;0.0523;0.0035;0.0004;0.0004;0.0000;0.0967;0.0687;0.0677;0.0002;0.0308;0.9714;8.0474;3.9796;0.6757;0.6001
60;SEEDLE;1;0.0220;0.2866;0.3019;0.1266;0.1266;0.0707;0.0015;0.0001;0.0002;0.0000;0.0695;0.0494;0.0487;0.0003;0.0221;0.4416;4.5877;6.5243;0.7291;0.5199
60;SEEDLE;2;0.0171;0.3937;0.3956;0.0545;0.0553;0.0000;0.0006;0.0001;0.0001;0.0000;0.0532;0.0378;0.0373;0.0004;0.0169;0.1385;4.7251;5.0368;0.9103;0.2599
60;SEEDLE;3;0.0192;0.3999;0.4066;0.0814;0.0771;0.0359;0.0009;0.0001;0.0001;0.0000;0.0603;0.0429;0.0423;0.0004;0.0192;0.2037;5.0041;5.8869;1.0031;0.2396
60;SEEDLE;4;0.0395;0.5611;0.5652;0.0899;0.0896;0.0114;0.0023;0.0002;0.0003;0.0000;0.1239;0.0880;0.0868;0.0006;0.0394;0.1602;5.5120;6.2581;1.2427;0.3210
60;SEEDLE;5;0.0407;0.4231;0.4828;0.1827;0.2542;0.0107;0.0053;0.0005;0.0007;0.0000;0.1534;0.1090;0.1074;0.0005;0.0488;0.4317;5.5234;5.3421;1.2400;0.3328
60;SEEDLE;6;0.0227;0.3646;0.3717;0.1140;0.1059;0.0703;0.0012;0.0001;0.0002;0.0000;0.0698;0.0496;0.0489;0.0004;0.0222;0.3127;6.5370;5.9060;1.0309;0.2685
60.5;SEEDLE;1;0.0268;0.2419;0.2685;0.1781;0.1863;0.0375;0.0031;0.0003;0.0004;0.0000;0.0952;0.0676;0.0666;0.0003;0.0303;0.7363;5.6980;4.9863;0.7615;0.5799
60.5;SEEDLE;2;0.0245;0.3971;0.4005;0.1056;0.1006;0.0161;0.0014;0.0001;0.0002;0.0000;0.0769;0.0546;0.0538;0.0004;0.0245;0.2660;6.4253;5.2026;1.0036;0.3053
60.5;SEEDLE;3;0.0191;0.2849;0.3288;0.0989;0.1257;0.0929;0.0012;0.0001;0.0001;0.0000;0.0634;0.0450;0.0444;0.0003;0.0202;0.3472;7.1500;4.3140;0.9168;0.2853
61;SEEDLE;1;0.0308;0.5048;0.5164;0.1127;0.1110;0.0969;0.0016;0.0002;0.0002;0.0000;0.0964;0.0685;0.0675;0.0005;0.0307;0.2232;5.9526;4.4590;1.1830;0.2769
61;SEEDLE;2;0.0285;0.3794;0.3888;0.0995;0.0978;0.0640;0.0017;0.0002;0.0002;0.0000;0.0882;0.0627;0.0617;0.0004;0.0281;0.2623;6.0899;5.0615;0.9070;0.4347
61.5;SEEDLE;1;0.0186;0.3195;0.3298;0.0905;0.0862;0.0631;0.0009;0.0001;0.0001;0.0000;0.0581;0.0413;0.0407;0.0003;0.0185;0.2832;7.4988;6.0908;0.8586;0.3166
61.5;SEEDLE;2;0.0170;0.1937;0.2714;0.1592;0.1856;0.1874;0.0023;0.0002;0.0003;0.0000;0.0788;0.0560;0.0552;0.0003;0.0251;0.8215;7.8476;5.5987;0.6374;0.5256
62;SEEDLE;1;0.0594;0.4206;0.4449;0.1995;0.1985;0.0342;0.0065;0.0006;0.0008;0.0000;0.1738;0.1235;0.1217;0.0004;0.0553;0.4743;6.3690;3.8691;1.6360;0.2787
62;SEEDLE;2;0.1246;0.5566;0.5598;0.2854;0.2867;0.0365;0.0235;0.0024;0.0030;0.0000;0.3879;0.2757;0.2717;0.0006;0.1235;0.5128;7.7591;3.9057;1.5281;0.6706
62.5;SEEDLE;1;0.0233;0.3224;0.3536;0.1375;0.1384;0.1118;0.0014;0.0001;0.0002;0.0000;0.0754;0.0536;0.0528;0.0004;0.0240;0.4266;5.7326;6.6185;0.9998;0.2924
62.5;SEEDLE;2;0.0618;0.3737;0.3826;0.2032;0.2027;0.0385;0.0083;0.0008;0.0011;0.0000;0.1911;0.1358;0.1338;0.0004;0.0608;0.5436;5.7861;5.7275;1.0678;0.6806
62.5;SEEDLE;3;0.0468;0.9355;0.9379;0.0656;0.0656;0.0194;0.0019;0.0002;0.0002;0.0000;0.1458;0.1036;0.1021;0.0009;0.0464;0.0702;5.9476;3.8978;2.1606;0.1260
62.5;SEEDLE;4;0.1067;0.6081;0.6178;0.2780;0.2764;0.0331;0.0159;0.0016;0.0020;0.0000;0.3265;0.2320;0.2286;0.0006;0.1039;0.4572;6.2729;5.0164;1.6746;0.4779
62.5;SEEDLE;5;0.0471;0.3052;0.3209;0.2230;0.2233;0.0905;0.0067;0.0007;0.0008;0.0000;0.1534;0.1090;0.1074;0.0003;0.0488;0.7306;6.7402;5.8604;0.8823;0.7602
62.5;SEEDLE;6;0.0174;0.3600;0.3644;0.0747;0.0734;0.0252;0.0007;0.0001;0.0001;0.0000;0.0541;0.0384;0.0379;0.0004;0.0172;0.2075;6.7169;6.7238;0.8654;0.2927
63;SEEDLE;1;0.0287;0.5490;0.5523;0.0700;0.0656;0.0414;0.0012;0.0001;0.0002;0.0000;0.0900;0.0639;0.0630;0.0006;0.0286;0.1275;6.6769;5.1746;1.2163;0.2440
63;SEEDLE;2;0.0164;0.4091;0.4147;0.0643;0.0650;0.0661;0.0005;0.0001;0.0001;0.0000;0.0513;0.0364;0.0359;0.0004;0.0163;0.1571;7.0840;5.9347;0.9245;0.2405
63;SEEDLE;3;0.0394;0.3264;0.3544;0.1600;0.1918;0.0392;0.0044;0.0004;0.0006;0.0000;0.1308;0.0929;0.0916;0.0004;0.0416;0.4902;7.6448;5.5031;0.9232;0.5814
63;SEEDLE;4;0.0406;0.4429;0.4502;0.1169;0.1238;0.0102;0.0031;0.0003;0.0004;0.0000;0.1278;0.0908;0.0895;0.0005;0.0407;0.2641;7.8085;7.0204;1.1433;0.3905
63.5;SEEDLE;1;0.0674;0.7418;0.7485;0.1817;0.1837;0.0305;0.0052;0.0005;0.0007;0.0000;0.2113;0.1502;0.1480;0.0007;0.0673;0.2450;4.0354;6.9436;1.8181;0.2562
63.5;SEEDLE;2;0.0362;0.5767;0.5804;0.1274;0.1354;0.0111;0.0019;0.0002;0.0002;0.0000;0.1107;0.0787;0.0775;0.0006;0.0352;0.2210;4.6554;5.7734;1.4574;0.2142
63.5;SEEDLE;3;0.0255;0.2070;0.2323;0.1822;0.1816;0.0311;0.0040;0.0004;0.0005;0.0000;0.1017;0.0723;0.0712;0.0002;0.0324;0.8805;5.1390;6.6446;0.6855;0.6812
63.5;SEEDLE;4;0.0428;0.3580;0.3915;0.1800;0.1741;0.0127;0.0045;0.0004;0.0006;0.0000;0.1398;0.0994;0.0979;0.0004;0.0445;0.5029;5.6330;5.9008;1.3034;0.3164
63.5;SEEDLE;5;0.0431;0.9013;0.9016;0.0586;0.0605;0.0071;0.0017;0.0002;0.0002;0.0000;0.1350;0.0960;0.0946;0.0009;0.0430;0.0651;5.9185;7.0566;1.9906;0.1368
63.5;SEEDLE;6;0.0402;1.0045;1.0370;0.0637;0.0628;0.0995;0.0013;0.0001;0.0002;0.0000;0.1267;0.0900;0.0887;0.0010;0.0403;0.0634;6.5193;6.8454;2.3505;0.0915
64;SEEDLE;1;0.0342;0.2757;0.3038;0.1923;0.1984;0.1409;0.0039;0.0004;0.0005;0.0000;0.1148;0.0816;0.0804;0.0003;0.0365;0.6975;7.8425;4.3230;0.8012;0.6697
64;SEEDLE;2;0.0205;0.2886;0.3047;0.1177;0.1144;0.0350;0.0012;0.0001;0.0002;0.0000;0.0625;0.0444;0.0438;0.0003;0.0199;0.4078;8.4746;2.8254;1.0341;0.2404
64;SEEDLE;3;0.0198;0.4886;0.4946;0.0943;0.0997;0.0131;0.0007;0.0001;0.0001;0.0000;0.0622;0.0442;0.0436;0.0005;0.0198;0.1930;8.7511;1.8661;1.2297;0.1645
64;SEEDLE;4;0.0215;0.3146;0.3209;0.1070;0.1092;0.0144;0.0014;0.0001;0.0002;0.0000;0.0689;0.0490;0.0482;0.0003;0.0219;0.3401;9.4220;2.5627;0.8586;0.3668
64.5;SEEDLE;1;0.0267;0.7053;0.7172;0.0517;0.0553;0.0374;0.0008;0.0001;0.0001;0.0000;0.0839;0.0597;0.0588;0.0007;0.0267;0.0732;5.0156;3.5147;1.5990;0.1314
64.5;SEEDLE;2;0.1537;0.5650;0.5869;0.3345;0.3207;0.0911;0.0342;0.0034;0.0044;0.0000;0.4881;0.3468;0.3418;0.0006;0.1554;0.5920;5.1541;4.5891;1.6329;0.7246
65;SEEDLE;1;0.0269;0.2229;0.2608;0.1772;0.1688;0.0454;0.0034;0.0003;0.0004;0.0000;0.1009;0.0717;0.0706;0.0003;0.0321;0.7950;5.8086;5.8626;0.7015;0.6860
65.5;SEEDLE;1;0.0166;0.3779;0.3912;0.0771;0.0814;0.0268;0.0006;0.0001;0.0001;0.0000;0.0522;0.0371;0.0365;0.0004;0.0166;0.2041;5.5641;7.0935;1.0297;0.1973
65.5;SEEDLE;2;0.0387;0.4808;0.5446;0.1695;0.2054;0.2352;0.0029;0.0003;0.0004;0.0000;0.1219;0.0866;0.0853;0.0005;0.0388;0.3526;6.4575;6.8959;1.7823;0.1531
66;SEEDLE;1;0.0838;0.7569;0.7586;0.1928;0.1920;0.0060;0.0081;0.0008;0.0010;0.0000;0.2615;0.1858;0.1831;0.0008;0.0832;0.2547;4.8348;5.8325;1.9822;0.2682
66;SEEDLE;2;0.0355;0.5372;0.5422;0.1196;0.1169;0.0357;0.0021;0.0002;0.0003;0.0000;0.1111;0.0789;0.0778;0.0005;0.0354;0.2226;6.0646;5.8029;1.3153;0.2582
66;SEEDLE;3;0.0285;0.2280;0.2366;0.1717;0.1712;0.0199;0.0031;0.0003;0.0004;0.0000;0.0899;0.0639;0.0629;0.0002;0.0286;0.7532;6.6334;6.6055;0.6887;0.7551
66;SEEDLE;4;0.0257;0.2093;0.2551;0.1820;0.1771;0.0613;0.0039;0.0004;0.0005;0.0000;0.1095;0.0778;0.0767;0.0003;0.0349;0.8697;6.6604;5.2770;0.6767;0.7039
66;SEEDLE;5;0.0283;0.2425;0.2634;0.1807;0.1841;0.0263;0.0031;0.0003;0.0004;0.0000;0.0961;0.0683;0.0673;0.0003;0.0306;0.7451;6.9057;6.0380;0.7238;0.6777
66;SEEDLE;6;0.0201;0.3790;0.3832;0.0656;0.0677;0.0432;0.0009;0.0001;0.0001;0.0000;0.0629;0.0447;0.0440;0.0004;0.0200;0.1732;7.3165;5.4354;0.9038;0.3090
66.5;SEEDLE;1;0.0227;0.2563;0.2930;0.1659;0.1917;0.0527;0.0021;0.0002;0.0003;0.0000;0.0774;0.0550;0.0542;0.0003;0.0246;0.6471;5.5992;5.2869;0.8353;0.4083
66.5;SEEDLE;2;0.1041;0.7684;0.7869;0.1754;0.1684;0.0674;0.0108;0.0011;0.0014;0.0000;0.3170;0.2252;0.2220;0.0008;0.1009;0.2282;6.5712;5.6675;2.2292;0.2633
67;SEEDLE;1;0.0216;0.2294;0.2895;0.1778;0.2198;0.1826;0.0029;0.0003;0.0004;0.0000;0.0915;0.0650;0.0641;0.0003;0.0291;0.7748;5.3076;5.8087;0.7704;0.4565
67;SEEDLE;2;0.0245;0.4313;0.4402;0.0682;0.0713;0.0537;0.0011;0.0001;0.0001;0.0000;0.0762;0.0542;0.0534;0.0004;0.0243;0.1581;5.5880;5.2432;1.1022;0.2535
67;SEEDLE;3;0.0210;0.1759;0.1890;0.1568;0.1543;0.1057;0.0023;0.0002;0.0003;0.0000;0.0704;0.0501;0.0493;0.0002;0.0224;0.8913;5.7504;6.2192;0.5507;0.8696
67;SEEDLE;4;0.0245;0.2755;0.3592;0.1356;0.1718;0.0698;0.0016;0.0002;0.0002;0.0000;0.0775;0.0551;0.0543;0.0004;0.0247;0.4921;6.3563;5.6594;1.4667;0.1430
67;SEEDLE;5;0.0214;0.1982;0.2120;0.1523;0.1474;0.0227;0.0023;0.0002;0.0003;0.0000;0.0743;0.0528;0.0520;0.0002;0.0237;0.7683;6.6942;4.9559;0.5850;0.7872
67.5;SEEDLE;1;0.0305;0.2784;0.3294;0.1686;0.1728;0.0689;0.0033;0.0003;0.0004;0.0000;0.1110;0.0789;0.0777;0.0003;0.0353;0.6055;3.7937;5.6029;1.2417;0.2483
67.5;SEEDLE;2;0.0312;0.2377;0.2795;0.2119;0.1911;0.0687;0.0046;0.0005;0.0006;0.0000;0.1211;0.0861;0.0848;0.0003;0.0385;0.8913;4.2972;5.3551;0.8224;0.5793
67.5;SEEDLE;3;0.0180;0.3463;0.3580;0.0673;0.0678;0.0131;0.0008;0.0001;0.0001;0.0000;0.0566;0.0402;0.0396;0.0004;0.0180;0.1943;5.0199;4.9209;0.8128;0.3424
67.5;SEEDLE;4;0.0235;0.2408;0.2575;0.1375;0.1479;0.1542;0.0021;0.0002;0.0003;0.0000;0.0777;0.0552;0.0544;0.0003;0.0247;0.5711;5.4724;5.6996;0.6672;0.6624
68;SEEDLE;1;0.0908;0.3968;0.4472;0.3868;0.3831;0.1943;0.0208;0.0021;0.0026;0.0000;0.3094;0.2199;0.2167;0.0004;0.0985;0.9747;3.7346;3.3687;1.3450;0.6311
68.5;SEEDLE;1;0.0710;0.7573;0.7683;0.1798;0.2176;0.0169;0.0058;0.0006;0.0007;0.0000;0.2186;0.1553;0.1531;0.0008;0.0696;0.2374;5.1259;5.2952;2.1484;0.1934
68.5;SEEDLE;2;0.0758;0.5479;0.5735;0.2945;0.1503;0.0501;0.0055;0.0005;0.0007;0.0000;0.1898;0.1349;0.1329;0.0006;0.0604;0.5375;6.0301;3.9298;2.3894;0.1667
68.5;SEEDLE;3;0.0174;0.3305;0.3368;0.0643;0.0680;0.0494;0.0008;0.0001;0.0001;0.0000;0.0552;0.0392;0.0386;0.0003;0.0176;0.1944;5.8786;6.2266;0.7481;0.3908
68.5;SEEDLE;4;0.0392;0.3329;0.3459;0.1807;0.1697;0.0819;0.0042;0.0004;0.0005;0.0000;0.1265;0.0899;0.0886;0.0003;0.0403;0.5428;5.8660;4.6403;1.0278;0.4660
68.5;SEEDLE;5;0.0293;0.3237;0.3735;0.1961;0.1776;0.0397;0.0022;0.0002;0.0003;0.0000;0.0833;0.0592;0.0583;0.0004;0.0265;0.6056;6.3114;2.6880;1.4450;0.1766
68.5;SEEDLE;6;0.0271;0.2547;0.3422;0.1642;0.2403;0.3229;0.0038;0.0004;0.0005;0.0000;0.1127;0.0801;0.0789;0.0003;0.0359;0.6446;6.9979;4.9942;1.0137;0.3312
68.5;SEEDLE;7;0.0277;0.2502;0.2655;0.1412;0.1408;0.1674;0.0025;0.0003;0.0003;0.0000;0.0878;0.0624;0.0615;0.0003;0.0279;0.5643;6.9716;5.8976;0.6955;0.7191
68.5;SEEDLE;8;0.0266;0.5588;0.5699;0.0593;0.0570;0.0989;0.0010;0.0001;0.0001;0.0000;0.0827;0.0588;0.0579;0.0006;0.0263;0.1060;8.0744;4.3431;1.2541;0.2124
68.5;SEEDLE;9;0.0168;0.1738;0.2150;0.1483;0.1600;0.0784;0.0021;0.0002;0.0003;0.0000;0.0723;0.0514;0.0506;0.0002;0.0230;0.8534;8.1368;5.9984;0.5830;0.6201
69;SEEDLE;1;0.1443;0.9097;0.9398;0.1979;0.2475;0.0781;0.0113;0.0011;0.0014;0.0000;0.3484;0.2476;0.2440;0.0009;0.1109;0.2175;5.3472;5.6275;3.6151;0.1388
69;SEEDLE;2;0.0199;0.3308;0.3511;0.0855;0.1009;0.0579;0.0011;0.0001;0.0001;0.0000;0.0672;0.0477;0.0470;0.0004;0.0214;0.2586;5.6364;7.1791;0.9286;0.2906
69;SEEDLE;3;0.0277;0.3870;0.4189;0.1149;0.1191;0.0484;0.0018;0.0002;0.0002;0.0000;0.0890;0.0633;0.0623;0.0004;0.0283;0.2969;6.1121;5.8100;1.0930;0.2916
69;SEEDLE;4;0.0511;0.4837;0.4983;0.1508;0.1506;0.0093;0.0048;0.0005;0.0006;0.0000;0.1622;0.1153;0.1136;0.0005;0.0516;0.3117;6.3754;4.8415;1.2198;0.4318
69;SEEDLE;5;0.0188;0.5199;0.5564;0.1189;0.1137;0.0435;0.0007;0.0001;0.0001;0.0000;0.0622;0.0442;0.0436;0.0006;0.0198;0.2286;6.4799;6.8820;1.3890;0.1223
69;SEEDLE;6;0.0273;0.5382;0.5455;0.0700;0.0689;0.0422;0.0011;0.0001;0.0001;0.0000;0.0816;0.0580;0.0572;0.0005;0.0260;0.1300;6.7973;5.8622;1.4659;0.1597
69;SEEDLE;7;0.0213;0.2458;0.2520;0.1154;0.1125;0.0761;0.0015;0.0002;0.0002;0.0000;0.0661;0.0470;0.0463;0.0003;0.0210;0.4693;7.2655;7.1295;0.6481;0.6377
69;SEEDLE;8;0.0275;0.2260;0.2462;0.1686;0.1705;0.1131;0.0029;0.0003;0.0004;0.0000;0.0896;0.0637;0.0628;0.0002;0.0285;0.7460;7.3337;5.3219;0.7237;0.6608
69;SEEDLE;9;0.0214;0.6351;0.6354;0.0593;0.0587;0.0072;0.0006;0.0001;0.0001;0.0000;0.0670;0.0476;0.0469;0.0006;0.0213;0.0933;7.4602;6.3057;1.4024;0.1367
69.5;SEEDLE;1;0.0452;0.3797;0.4087;0.1691;0.1987;0.0378;0.0053;0.0005;0.0007;0.0000;0.1535;0.1091;0.1075;0.0004;0.0489;0.4455;2.9186;6.9265;1.1128;0.4592
69.5;SEEDLE;2;0.0348;0.2418;0.2679;0.1999;0.1991;0.1762;0.0043;0.0004;0.0005;0.0000;0.1103;0.0784;0.0773;0.0003;0.0351;0.8269;3.2180;7.7495;0.7762;0.7255
70;SEEDLE;1;0.0180;0.2766;0.2805;0.1005;0.0997;0.0231;0.0010;0.0001;0.0001;0.0000;0.0570;0.0405;0.0399;0.0003;0.0181;0.3634;5.2850;5.2455;0.7120;0.4472
70;SEEDLE;2;0.0179;0.6176;0.6181;0.0417;0.0452;0.0073;0.0004;0.0000;0.0001;0.0000;0.0559;0.0397;0.0392;0.0006;0.0178;0.0675;6.2526;3.8570;1.3040;0.1319
70.5;SEEDLE;1;0.0252;0.2592;0.2768;0.1455;0.1475;0.0175;0.0024;0.0002;0.0003;0.0000;0.0834;0.0593;0.0584;0.0003;0.0266;0.5614;4.5011;3.9771;0.8803;0.4087
70.5;SEEDLE;2;0.0264;0.2511;0.2643;0.1382;0.1364;0.0538;0.0023;0.0002;0.0003;0.0000;0.0842;0.0598;0.0589;0.0003;0.0268;0.5504;4.5351;5.1030;0.7387;0.6069
70.5;SEEDLE;3;0.0266;0.2952;0.3030;0.1212;0.1235;0.0341;0.0020;0.0002;0.0003;0.0000;0.0842;0.0598;0.0590;0.0003;0.0268;0.4106;5.4594;4.6929;0.7274;0.6327
70.5;SEEDLE;4;0.0233;0.2201;0.2279;0.1427;0.1383;0.0205;0.0022;0.0002;0.0003;0.0000;0.0752;0.0534;0.0526;0.0002;0.0239;0.6485;5.8438;3.0684;0.6207;0.7599
70.5;SEEDLE;5;0.0317;0.4275;0.4392;0.1472;0.1642;0.0105;0.0023;0.0002;0.0003;0.0000;0.0997;0.0708;0.0698;0.0004;0.0317;0.3443;6.5627;3.7685;1.0852;0.3382
71;SEEDLE;1;0.0166;0.3116;0.3263;0.0868;0.0913;0.0204;0.0008;0.0001;0.0001;0.0000;0.0524;0.0373;0.0367;0.0003;0.0167;0.2786;3.9871;5.3539;0.8760;0.2713
71;SEEDLE;2;0.0248;0.3673;0.4165;0.1333;0.1501;0.1330;0.0017;0.0002;0.0002;0.0000;0.0826;0.0587;0.0578;0.0004;0.0263;0.3629;4.9014;5.2622;1.2074;0.2141
71;SEEDLE;3;0.0757;0.5605;0.6141;0.2126;0.2211;0.1450;0.0072;0.0007;0.0009;0.0000;0.2170;0.1542;0.1520;0.0006;0.0691;0.3793;5.6679;4.7011;2.3218;0.1764
71.5;SEEDLE;1;0.0207;0.3295;0.3677;0.1019;0.1228;0.0799;0.0011;0.0001;0.0001;0.0000;0.0628;0.0446;0.0440;0.0004;0.0200;0.3092;6.0551;7.6898;1.2842;0.1574
71.5;SEEDLE;2;0.0354;0.2547;0.2632;0.2118;0.2072;0.0399;0.0045;0.0004;0.0006;0.0000;0.1133;0.0805;0.0793;0.0003;0.0361;0.8314;6.2479;6.2813;0.7561;0.7790
71.5;SEEDLE;3;0.0263;0.2892;0.2918;0.1558;0.1574;0.0222;0.0022;0.0002;0.0003;0.0000;0.0808;0.0574;0.0566;0.0003;0.0257;0.5388;7.3111;6.3387;0.8231;0.4873
72;SEEDLE;1;0.0363;0.7471;0.7706;0.0656;0.0627;0.1096;0.0014;0.0001;0.0002;0.0000;0.1141;0.0811;0.0799;0.0008;0.0363;0.0879;6.0870;3.5581;1.6801;0.1617
72;SEEDLE;2;0.0276;0.2115;0.2365;0.1944;0.1928;0.0910;0.0041;0.0004;0.0005;0.0000;0.1046;0.0743;0.0732;0.0002;0.0333;0.9189;6.7017;3.3778;0.6743;0.7622
72;SEEDLE;3;0.0166;0.5376;0.5397;0.0408;0.0408;0.0085;0.0004;0.0000;0.0001;0.0000;0.0521;0.0370;0.0365;0.0005;0.0166;0.0759;7.0660;4.2917;1.1776;0.1501
72.5;SEEDLE;1;0.0344;0.2787;0.2963;0.1763;0.1725;0.0811;0.0039;0.0004;0.0005;0.0000;0.1144;0.0813;0.0801;0.0003;0.0364;0.6327;4.7472;3.9037;0.7718;0.7257
72.5;SEEDLE;2;0.0354;0.2793;0.3782;0.1845;0.2733;0.0510;0.0063;0.0006;0.0008;0.0000;0.1575;0.1119;0.1103;0.0004;0.0501;0.6607;5.0723;4.7651;1.0723;0.3864
72.5;SEEDLE;3;0.0218;0.2272;0.2394;0.1618;0.1379;0.0632;0.0018;0.0002;0.0002;0.0000;0.0689;0.0490;0.0483;0.0002;0.0219;0.7120;5.6093;4.3314;0.7091;0.5459
72.5;SEEDLE;4;0.0280;0.2801;0.3089;0.1341;0.1476;0.0324;0.0026;0.0003;0.0003;0.0000;0.0965;0.0686;0.0676;0.0003;0.0307;0.4787;6.0437;4.9161;0.9221;0.4140
73;SEEDLE;1;0.0335;0.6130;0.6211;0.0889;0.0977;0.0399;0.0016;0.0002;0.0002;0.0000;0.1049;0.0745;0.0734;0.0006;0.0334;0.1450;4.6658;5.4979;1.4464;0.2012
73;SEEDLE;2;0.0345;0.6385;0.6453;0.0891;0.0889;0.0071;0.0016;0.0002;0.0002;0.0000;0.1063;0.0755;0.0744;0.0006;0.0338;0.1395;5.0287;6.3209;1.5887;0.1717
73;SEEDLE;3;0.0972;0.5173;0.5657;0.3109;0.3023;0.0810;0.0152;0.0015;0.0019;0.0000;0.3054;0.2170;0.2138;0.0006;0.0972;0.6010;5.5142;4.9283;1.9388;0.3250
73;SEEDLE;4;0.0691;0.6758;0.6798;0.1554;0.1554;0.0190;0.0066;0.0007;0.0008;0.0000;0.2172;0.1544;0.1521;0.0007;0.0691;0.2299;5.9221;6.4362;1.5898;0.3436
73.5;SEEDLE;1;0.0833;0.3810;0.4696;0.3104;0.3794;0.0119;0.0245;0.0024;0.0031;0.0000;0.3578;0.2543;0.2506;0.0005;0.1139;0.8148;4.4644;3.8676;1.2681;0.6507
