SampleId;SEEDLE;ObjectId#;ProjArea;StraightLength;CurvedLength;StraightWidth;CurvedWidth;Curvature;VolCircle;VolEllipsoid;VolRectangle;VolConstPerim;SurfAreaCircle;SurfAreaEllipsoid;SurfAreaRectangle;SurfAreaConstPerim;SurfAreaPropPerim;WLRatio;HorizPosition;VertPosition;ProjPerimeter;ProjFormCoeff
1;SEEDLE;1;0.0291;0.6051;0.6065;0.0654;0.0680;0.0167;0.0011;0.0001;0.0001;0.0000;0.0907;0.0645;0.0635;0.0006;0.0289;0.1080;4.0851;1.7576;1.3469;0.2012
3;SEEDLE;1;0.0236;0.2504;0.2928;0.1401;0.1766;0.0971;0.0022;0.0002;0.0003;0.0000;0.0814;0.0579;0.0570;0.0003;0.0259;0.5596;3.4872;1.2663;0.7564;0.5195
3.5;SEEDLE;1;0.0747;0.5805;0.5888;0.1830;0.1839;0.0641;0.0082;0.0008;0.0010;0.0000;0.2348;0.1669;0.1644;0.0006;0.0747;0.3152;3.9168;1.9384;1.4503;0.4463
4.5;SEEDLE;1;0.0513;0.3273;0.3322;0.2143;0.2121;0.0310;0.0070;0.0007;0.0009;0.0000;0.1610;0.1144;0.1127;0.0003;0.0512;0.6547;3.3937;1.4930;0.9023;0.7916
5.5;SEEDLE;1;0.1134;0.8889;0.9072;0.1934;0.1907;0.0735;0.0121;0.0012;0.0015;0.0000;0.3513;0.2496;0.2460;0.0009;0.1118;0.2176;4.2001;2.1240;2.2446;0.2828
6.5;SEEDLE;1;0.0389;0.3906;0.4013;0.1193;0.1173;0.0580;0.0031;0.0003;0.0004;0.0000;0.1220;0.0867;0.0854;0.0004;0.0388;0.3055;3.4876;1.4086;0.9631;0.5267
8;SEEDLE;1;0.0967;0.6063;0.6262;0.2351;0.2403;0.0643;0.0136;0.0014;0.0017;0.0000;0.3057;0.2173;0.2141;0.0006;0.0973;0.3878;4.1464;1.3632;1.5077;0.5346
9;SEEDLE;1;0.0310;0.5890;0.5926;0.0678;0.0714;0.0172;0.0013;0.0001;0.0002;0.0000;0.0953;0.0677;0.0668;0.0006;0.0303;0.1151;3.7793;1.8785;1.3659;0.2091
9.5;SEEDLE;1;0.0619;0.4280;0.4345;0.1955;0.1928;0.0235;0.0077;0.0008;0.0010;0.0000;0.1957;0.1391;0.1371;0.0004;0.0623;0.4568;4.1490;2.0760;1.0851;0.6604
9.5;SEEDLE;2;0.0550;0.7532;0.8415;0.1179;0.1033;0.2148;0.0032;0.0003;0.0004;0.0000;0.1719;0.1222;0.1204;0.0008;0.0547;0.1566;4.8443;1.7150;1.9090;0.1897
9.5;SEEDLE;3;0.0204;0.2395;0.2606;0.1355;0.1319;0.0959;0.0017;0.0002;0.0002;0.0000;0.0657;0.0467;0.0460;0.0003;0.0209;0.5659;4.7119;2.1514;0.6295;0.6461
10;SEEDLE;1;0.0192;0.2158;0.2284;0.1416;0.1415;0.1330;0.0017;0.0002;0.0002;0.0000;0.0632;0.0449;0.0442;0.0002;0.0201;0.6560;3.8957;1.9491;0.6175;0.6323
10.5;SEEDLE;1;0.0150;0.3689;0.4301;0.0695;0.0688;0.2611;0.0005;0.0001;0.0001;0.0000;0.0476;0.0338;0.0333;0.0004;0.0151;0.1884;3.8497;1.7489;0.9940;0.1909
10.5;SEEDLE;2;0.0206;0.4716;0.4767;0.0643;0.0643;0.0135;0.0008;0.0001;0.0001;0.0000;0.0644;0.0457;0.0451;0.0005;0.0205;0.1363;3.9636;2.1377;1.0727;0.2245
11;SEEDLE;1;0.0139;0.3209;0.3241;0.0609;0.0609;0.0507;0.0005;0.0001;0.0001;0.0000;0.0436;0.0310;0.0305;0.0003;0.0139;0.1897;4.0847;1.8364;0.7334;0.3244
12;SEEDLE;1;0.0327;0.4091;0.4953;0.1662;0.3895;0.2533;0.0031;0.0003;0.0004;0.0000;0.1139;0.0809;0.0798;0.0005;0.0363;0.4063;4.4168;2.0647;1.2340;0.2698
12.5;SEEDLE;1;0.0349;0.5254;0.5412;0.1095;0.1079;0.0514;0.0020;0.0002;0.0003;0.0000;0.1097;0.0779;0.0768;0.0005;0.0349;0.2084;3.7407;1.7160;1.2246;0.2923
12.5;SEEDLE;2;0.0409;0.4721;0.4791;0.1457;0.1453;0.0396;0.0034;0.0003;0.0004;0.0000;0.1289;0.0916;0.0903;0.0005;0.0410;0.3087;3.7967;2.3121;1.1490;0.3892
12.5;SEEDLE;3;0.0508;0.3664;0.3752;0.2632;0.2622;0.0175;0.0049;0.0005;0.0006;0.0000;0.1385;0.0985;0.0970;0.0004;0.0441;0.7183;4.2179;2.0522;1.3582;0.3463
13;SEEDLE;1;0.0111;0.2918;0.2934;0.0515;0.0489;0.0220;0.0004;0.0000;0.0000;0.0000;0.0349;0.0248;0.0245;0.0003;0.0111;0.1766;3.4787;1.6226;0.6428;0.3388
13;SEEDLE;2;0.0044;0.1535;0.1544;0.0447;0.0467;0.0294;0.0001;0.0000;0.0000;0.0000;0.0136;0.0097;0.0095;0.0002;0.0043;0.2913;3.6183;1.9917;0.3727;0.3946
13;SEEDLE;3;0.0305;0.3422;0.3771;0.1742;0.1709;0.1364;0.0023;0.0002;0.0003;0.0000;0.0944;0.0671;0.0661;0.0004;0.0300;0.5092;3.8483;1.9329;1.0937;0.3207
13.5;SEEDLE;1;0.1741;1.7566;1.8752;0.1952;0.1556;0.1476;0.0137;0.0014;0.0017;0.0000;0.5483;0.3896;0.3839;0.0019;0.1745;0.1111;3.9373;1.8666;4.3980;0.1131
13.5;SEEDLE;2;0.0136;0.4491;0.4513;0.1282;0.1493;0.0226;0.0005;0.0000;0.0001;0.0000;0.0403;0.0286;0.0282;0.0005;0.0128;0.2853;3.5856;3.0008;1.2164;0.1151
14;SEEDLE;1;0.0526;0.4170;0.4326;0.1476;0.1684;0.0436;0.0053;0.0005;0.0007;0.0000;0.1619;0.1151;0.1134;0.0004;0.0515;0.3539;3.9332;2.3578;1.0878;0.5583
14.5;SEEDLE;1;0.0308;0.8587;0.8615;0.0736;0.0805;0.0167;0.0007;0.0001;0.0001;0.0000;0.0825;0.0586;0.0578;0.0009;0.0263;0.0857;4.8151;2.4729;2.4414;0.0648
15;SEEDLE;1;0.0147;0.6105;0.6126;0.0718;0.0705;0.0266;0.0003;0.0000;0.0000;0.0000;0.0464;0.0330;0.0325;0.0006;0.0148;0.1176;3.6214;1.8797;1.4311;0.0902
15.5;SEEDLE;1;0.6018;2.1763;2.2261;0.5971;0.6754;0.0582;0.1407;0.0141;0.0179;0.0000;1.8545;1.3179;1.2987;0.0022;0.5903;0.2744;3.8140;2.5726;6.6521;0.1709
15.5;SEEDLE;2;0.0975;1.0802;1.0971;0.1788;0.1796;0.0568;0.0084;0.0008;0.0011;0.0000;0.3059;0.2174;0.2142;0.0011;0.0974;0.1655;4.4598;1.4785;2.4414;0.2056
15.5;SEEDLE;3;0.0090;0.3806;0.3823;0.0389;0.0353;0.0266;0.0002;0.0000;0.0000;0.0000;0.0287;0.0204;0.0201;0.0004;0.0091;0.1021;4.8676;2.7247;0.7856;0.1843
16;SEEDLE;1;0.1596;0.8929;0.9106;0.2844;0.2811;0.0366;0.0247;0.0025;0.0031;0.0000;0.5018;0.3566;0.3514;0.0009;0.1597;0.3185;4.4579;2.2547;2.1123;0.4496
16;SEEDLE;2;0.2194;1.5023;1.6059;0.2502;0.2371;0.1330;0.0263;0.0026;0.0033;0.0000;0.6880;0.4890;0.4818;0.0016;0.2190;0.1666;5.7865;2.5437;3.6231;0.2100
16;SEEDLE;3;0.0052;0.2008;0.2062;0.0408;0.0428;0.0506;0.0001;0.0000;0.0000;0.0000;0.0165;0.0117;0.0115;0.0002;0.0052;0.2032;6.1702;1.7715;0.4417;0.3363
17;SEEDLE;1;0.0741;0.6008;0.6475;0.1914;0.1873;0.0525;0.0079;0.0008;0.0010;0.0000;0.2307;0.1639;0.1615;0.0006;0.0734;0.3185;3.5631;2.8295;1.6781;0.3306
17;SEEDLE;2;0.0566;1.7984;1.8074;0.0489;0.0489;0.0159;0.0015;0.0001;0.0002;0.0000;0.1778;0.1263;0.1245;0.0018;0.0566;0.0272;4.0850;2.0801;3.9479;0.0456
17;SEEDLE;3;0.0284;0.5134;0.5154;0.0728;0.0728;0.0125;0.0013;0.0001;0.0002;0.0000;0.0889;0.0632;0.0622;0.0005;0.0283;0.1418;3.9487;2.4318;1.1709;0.2601
21;SEEDLE;1;0.0767;1.0520;1.1635;0.1154;0.1013;0.1767;0.0043;0.0004;0.0006;0.0000;0.2408;0.1711;0.1686;0.0012;0.0766;0.1097;4.1969;2.8778;2.5378;0.1496
21;SEEDLE;2;0.1654;0.6156;0.6586;0.3815;0.3809;0.0529;0.0429;0.0043;0.0055;0.0000;0.5526;0.3927;0.3869;0.0007;0.1759;0.6196;4.2766;3.4694;1.8512;0.6065
21;SEEDLE;3;0.0354;0.3715;0.3768;0.1296;0.1260;0.0172;0.0028;0.0003;0.0004;0.0000;0.1110;0.0789;0.0777;0.0004;0.0353;0.3489;4.5721;2.5534;0.9328;0.5110
21;SEEDLE;4;0.0510;0.7668;0.8354;0.1031;0.0930;0.1938;0.0025;0.0003;0.0003;0.0000;0.1582;0.1124;0.1108;0.0008;0.0503;0.1344;4.8626;2.0318;1.8887;0.1796
21;SEEDLE;5;0.1122;0.7680;0.7748;0.1961;0.1926;0.0345;0.0138;0.0014;0.0018;0.0000;0.3525;0.2505;0.2469;0.0008;0.1122;0.2553;5.0901;2.9359;1.7934;0.4385
21;SEEDLE;6;0.0478;0.4380;0.4514;0.1502;0.1496;0.0921;0.0044;0.0004;0.0006;0.0000;0.1512;0.1075;0.1059;0.0005;0.0481;0.3430;5.5792;3.4807;1.0660;0.5289
21.5;SEEDLE;1;0.0294;0.5935;0.5990;0.0749;0.0650;0.0170;0.0012;0.0001;0.0002;0.0000;0.0925;0.0657;0.0648;0.0006;0.0294;0.1262;4.4252;1.8905;1.3891;0.1917
22;SEEDLE;1;0.0331;0.3787;0.3872;0.1361;0.1401;0.0377;0.0025;0.0002;0.0003;0.0000;0.1032;0.0734;0.0723;0.0004;0.0329;0.3595;3.1088;1.9675;0.9674;0.4440
22;SEEDLE;2;0.0364;0.2446;0.2703;0.2217;0.2304;0.1575;0.0054;0.0005;0.0007;0.0000;0.1260;0.0896;0.0883;0.0003;0.0401;0.9064;3.4049;1.7575;0.7983;0.7171
22;SEEDLE;3;0.0189;0.2644;0.2834;0.0894;0.0914;0.0870;0.0011;0.0001;0.0001;0.0000;0.0606;0.0431;0.0425;0.0003;0.0193;0.3381;3.5819;2.4136;0.6892;0.5011
22;SEEDLE;4;0.0732;0.6249;0.6502;0.1789;0.1728;0.0646;0.0059;0.0006;0.0007;0.0000;0.2143;0.1523;0.1501;0.0007;0.0682;0.2862;3.9004;1.5009;2.0231;0.2248
22;SEEDLE;5;0.0225;0.2033;0.2311;0.1444;0.1928;0.0222;0.0029;0.0003;0.0004;0.0000;0.0860;0.0611;0.0602;0.0002;0.0274;0.7101;3.8936;1.9294;0.6364;0.6994
22;SEEDLE;6;0.0154;0.3234;0.3253;0.0590;0.0591;0.0279;0.0006;0.0001;0.0001;0.0000;0.0481;0.0342;0.0337;0.0003;0.0153;0.1825;4.4199;2.2243;0.7458;0.3469
22;SEEDLE;7;0.0253;0.5463;0.5640;0.0780;0.0743;0.0879;0.0010;0.0001;0.0001;0.0000;0.0798;0.0567;0.0559;0.0006;0.0254;0.1427;4.7466;1.5289;1.2450;0.2050
22.5;SEEDLE;1;0.1821;0.7844;0.7864;0.2945;0.2920;0.0163;0.0358;0.0036;0.0046;0.0000;0.5716;0.4062;0.4003;0.0008;0.1820;0.3754;3.9467;1.7419;1.9203;0.6207
23;SEEDLE;1;0.1351;0.6738;0.6864;0.2787;0.2605;0.0190;0.0231;0.0023;0.0029;0.0000;0.4231;0.3007;0.2963;0.0007;0.1347;0.4136;4.0786;3.1593;1.7896;0.5303
23;SEEDLE;2;0.0332;0.4706;0.4857;0.1092;0.1320;0.0729;0.0020;0.0002;0.0003;0.0000;0.1004;0.0713;0.0703;0.0005;0.0320;0.2320;4.7553;3.6704;1.2564;0.2644
23;SEEDLE;3;0.0680;0.7156;0.7702;0.2341;0.2228;0.1225;0.0057;0.0006;0.0007;0.0000;0.2000;0.1421;0.1401;0.0008;0.0637;0.3271;4.8403;2.8687;1.9835;0.2173
23;SEEDLE;4;0.0187;0.2673;0.2874;0.0829;0.0780;0.0866;0.0010;0.0001;0.0001;0.0000;0.0588;0.0418;0.0412;0.0003;0.0187;0.3102;4.7421;2.3503;0.6835;0.5034
23;SEEDLE;5;0.0840;0.7249;0.7867;0.2282;0.1961;0.0531;0.0092;0.0009;0.0012;0.0000;0.2805;0.1994;0.1965;0.0008;0.0893;0.3148;5.3916;3.2736;1.9600;0.2747
23;SEEDLE;6;0.0546;0.4729;0.6155;0.1635;0.1151;0.3693;0.0039;0.0004;0.0005;0.0000;0.1688;0.1200;0.1182;0.0006;0.0537;0.3458;5.4660;2.6118;1.4236;0.3385
23;SEEDLE;7;0.0206;1.0539;1.0575;0.0363;0.0385;0.0273;0.0004;0.0000;0.0000;0.0000;0.0662;0.0470;0.0463;0.0011;0.0211;0.0345;5.5413;4.2027;2.4087;0.0445
23;SEEDLE;8;0.0123;0.1908;0.2006;0.1030;0.0996;0.0713;0.0007;0.0001;0.0001;0.0000;0.0378;0.0268;0.0265;0.0002;0.0120;0.5400;6.1719;2.9364;0.6547;0.3614
23.5;SEEDLE;1;0.1390;1.8812;2.0522;0.1003;0.0852;0.1972;0.0075;0.0007;0.0010;0.0000;0.4357;0.3096;0.3051;0.0021;0.1387;0.0533;5.2222;3.4949;4.4524;0.0881
23.5;SEEDLE;2;0.0721;0.4638;0.5039;0.2150;0.2125;0.0974;0.0098;0.0010;0.0012;0.0000;0.2369;0.1683;0.1659;0.0005;0.0754;0.4635;4.8676;2.6066;1.3062;0.5310
23.5;SEEDLE;3;0.0592;0.5016;0.5051;0.1455;0.1499;0.0202;0.0057;0.0006;0.0007;0.0000;0.1814;0.1289;0.1271;0.0005;0.0578;0.2901;6.0088;1.7927;1.2704;0.4612
23.5;SEEDLE;4;0.0422;0.7023;0.7031;0.0771;0.0768;0.0182;0.0021;0.0002;0.0003;0.0000;0.1327;0.0943;0.0929;0.0007;0.0422;0.1098;6.3250;2.8916;1.5245;0.2279
23.5;SEEDLE;5;0.0639;0.4296;0.4895;0.2070;0.2772;0.0235;0.0108;0.0011;0.0014;0.0000;0.2355;0.1674;0.1649;0.0005;0.0750;0.4817;7.0465;2.1748;1.2615;0.5050
24;SEEDLE;1;0.0278;0.5708;0.5746;0.0651;0.0672;0.0079;0.0011;0.0001;0.0001;0.0000;0.0872;0.0620;0.0611;0.0006;0.0278;0.1141;4.0871;2.5623;1.2485;0.2245
24;SEEDLE;2;0.7022;1.8848;1.9172;0.5055;0.5238;0.0068;0.2195;0.0219;0.0279;0.0000;2.2011;1.5642;1.5414;0.0019;0.7006;0.2682;4.5987;2.7564;4.7988;0.3832
24;SEEDLE;3;0.0341;0.7899;0.8093;0.0793;0.0736;0.0873;0.0013;0.0001;0.0002;0.0000;0.1076;0.0765;0.0754;0.0008;0.0343;0.1004;4.6319;1.5953;1.8011;0.1321
24.5;SEEDLE;1;0.0999;1.2704;1.3309;0.1159;0.1070;0.0129;0.0062;0.0006;0.0008;0.0000;0.3118;0.2216;0.2184;0.0013;0.0993;0.0912;4.1148;2.1934;2.9504;0.1442
24.5;SEEDLE;2;0.0838;0.3998;0.4230;0.3412;0.3057;0.0160;0.0151;0.0015;0.0019;0.0000;0.2702;0.1920;0.1892;0.0004;0.0860;0.8534;4.6503;2.2168;1.2944;0.6287
25;SEEDLE;1;0.0281;0.3735;0.3916;0.0997;0.1013;0.0000;0.0018;0.0002;0.0002;0.0000;0.0898;0.0638;0.0629;0.0004;0.0286;0.2671;3.9714;2.1778;0.9034;0.4331
26;SEEDLE;1;0.2685;0.8674;0.9271;0.5454;0.5472;0.0929;0.0830;0.0083;0.0106;0.0000;0.8942;0.6355;0.6262;0.0009;0.2846;0.6287;4.4703;2.8493;2.5616;0.5141
26;SEEDLE;2;0.0176;0.3341;0.3381;0.0688;0.0718;0.0302;0.0008;0.0001;0.0001;0.0000;0.0551;0.0392;0.0386;0.0003;0.0175;0.2059;4.6930;2.0575;0.7607;0.3833
26;SEEDLE;3;0.0112;0.2849;0.3024;0.0687;0.0714;0.0657;0.0004;0.0000;0.0001;0.0000;0.0350;0.0248;0.0245;0.0003;0.0111;0.2411;5.0625;2.7009;0.7433;0.2552
26.5;SEEDLE;1;0.1499;0.8575;0.8823;0.2443;0.2524;0.0953;0.0220;0.0022;0.0028;0.0000;0.4715;0.3351;0.3302;0.0009;0.1501;0.2849;4.3498;2.8614;2.2120;0.3849
26.5;SEEDLE;2;0.0669;0.5757;0.5787;0.1662;0.1641;0.0237;0.0067;0.0007;0.0009;0.0000;0.2086;0.1482;0.1461;0.0006;0.0664;0.2887;4.2451;2.2812;1.4063;0.4248
26.5;SEEDLE;3;0.0720;0.7217;0.7298;0.1433;0.1459;0.0505;0.0059;0.0006;0.0007;0.0000;0.2247;0.1597;0.1573;0.0007;0.0715;0.1986;4.8429;1.8437;1.7110;0.3091
26.5;SEEDLE;4;0.0780;0.5074;0.5409;0.2309;0.2180;0.1347;0.0099;0.0010;0.0013;0.0000;0.2481;0.1763;0.1737;0.0005;0.0790;0.4549;4.7768;3.0390;1.8671;0.2813
26.5;SEEDLE;5;0.0286;0.3905;0.3958;0.0864;0.0868;0.0418;0.0017;0.0002;0.0002;0.0000;0.0897;0.0638;0.0628;0.0004;0.0286;0.2213;4.8971;2.3198;0.9283;0.4171
26.5;SEEDLE;6;0.1897;1.0490;1.1006;0.2892;0.2794;0.0061;0.0315;0.0031;0.0040;0.0000;0.5943;0.4223;0.4162;0.0011;0.1892;0.2757;5.1330;3.3116;2.8222;0.2992
26.5;SEEDLE;7;0.0285;0.3625;0.3743;0.1067;0.1049;0.0729;0.0018;0.0002;0.0002;0.0000;0.0890;0.0632;0.0623;0.0004;0.0283;0.2942;5.4716;2.3510;0.8629;0.4810
26.5;SEEDLE;8;0.0204;0.3423;0.3451;0.0871;0.0889;0.0297;0.0011;0.0001;0.0001;0.0000;0.0642;0.0456;0.0450;0.0003;0.0204;0.2545;5.5922;2.723;;
27;SEEDLE;1;0.1612;0.6190;0.6472;0.3409;0.3819;0.0605;0.0378;0.0038;0.0048;0.0000;0.5201;0.3696;0.3642;0.0006;0.1655;0.5507;4.0243;2.1804;1.7127;0.6904
27;SEEDLE;2;0.0455;0.3898;0.3928;0.1610;0.1713;0.0116;0.0046;0.0005;0.0006;0.0000;0.1427;0.1014;0.0999;0.0004;0.0454;0.4130;4.3506;2.7217;1.0153;0.5546
27;SEEDLE;3;0.0414;0.2851;0.3787;0.2099;0.2840;0.1117;0.0087;0.0009;0.0011;0.0000;0.1877;0.1334;0.1314;0.0004;0.0597;0.7361;4.5915;3.0472;0.9831;0.5388
27;SEEDLE;4;0.0287;0.3875;0.4119;0.1410;0.1346;0.1400;0.0019;0.0002;0.0002;0.0000;0.0891;0.0633;0.0624;0.0004;0.0284;0.3638;4.9891;2.1286;1.1345;0.2799
27;SEEDLE;5;0.0535;0.7753;0.7785;0.0995;0.1000;0.0235;0.0032;0.0003;0.0004;0.0000;0.1673;0.1189;0.1171;0.0008;0.0532;0.1284;5.1691;2.8583;1.7304;0.2244
27;SEEDLE;6;0.1079;0.8215;0.8438;0.1711;0.1990;0.0456;0.0110;0.0011;0.0014;0.0000;0.3268;0.2322;0.2289;0.0008;0.1040;0.2083;6.0513;3.1984;2.3205;0.2517
27;SEEDLE;7;0.0201;0.5142;0.5209;0.0613;0.0637;0.0442;0.0007;0.0001;0.0001;0.0000;0.0628;0.0446;0.0439;0.0005;0.0200;0.1192;6.2948;1.9449;1.1795;0.1820
27.5;SEEDLE;1;0.3489;1.0108;1.0367;0.4668;0.4556;0.0526;0.1035;0.0103;0.0132;0.0000;1.0940;0.7774;0.7661;0.0010;0.3482;0.4618;4.0312;2.7425;2.8028;0.5582
27.5;SEEDLE;2;0.0702;0.7244;0.7378;0.1413;0.1273;0.0539;0.0058;0.0006;0.0007;0.0000;0.2207;0.1569;0.1546;0.0007;0.0703;0.1950;4.2629;3.9782;1.6705;0.3160
27.5;SEEDLE;3;0.0197;0.3523;0.3711;0.1090;0.1198;0.0287;0.0012;0.0001;0.0001;0.0000;0.0640;0.0455;0.0448;0.0004;0.0204;0.3095;4.7572;2.9487;0.9527;0.2721
27.5;SEEDLE;4;0.0543;0.6711;0.6749;0.1072;0.1041;0.0203;0.0037;0.0004;0.0005;0.0000;0.1707;0.1213;0.1196;0.0007;0.0543;0.1597;4.9757;3.8063;1.5133;0.2979
28;SEEDLE;1;0.0562;0.6833;0.8503;0.1538;0.5276;0.0865;0.0064;0.0006;0.0008;0.0000;0.1895;0.1346;0.1327;0.0009;0.0603;0.2250;3.6363;2.8982;2.3383;0.1292
28;SEEDLE;2;0.0398;0.8459;0.9276;0.0812;0.0747;0.2042;0.0015;0.0002;0.0002;0.0000;0.1238;0.0880;0.0867;0.0009;0.0394;0.0960;4.1586;2.6212;2.0880;0.1147
28;SEEDLE;3;0.0162;0.4507;0.4520;0.0618;0.0590;0.0100;0.0005;0.0000;0.0001;0.0000;0.0503;0.0357;0.0352;0.0005;0.0160;0.1371;4.6712;2.6084;1.0090;0.2001
28;SEEDLE;4;0.0971;1.4066;1.4204;0.1240;0.1231;0.0644;0.0055;0.0006;0.0007;0.0000;0.3036;0.2158;0.2126;0.0014;0.0967;0.0882;5.2027;3.3522;3.2796;0.1134
28;SEEDLE;5;0.0454;0.3450;0.3463;0.1585;0.1564;0.0186;0.0050;0.0005;0.0006;0.0000;0.1422;0.1011;0.0996;0.0003;0.0453;0.4594;4.6302;2.9662;0.8968;0.7093
28;SEEDLE;6;0.0368;0.3822;0.3867;0.1366;0.1403;0.0489;0.0030;0.0003;0.0004;0.0000;0.1151;0.0818;0.0806;0.0004;0.0366;0.3574;4.7413;1.5280;0.8913;0.5821
28;SEEDLE;7;0.0341;0.4357;0.4438;0.1090;0.1063;0.0734;0.0022;0.0002;0.0003;0.0000;0.1079;0.0767;0.0756;0.0004;0.0343;0.2503;4.8956;2.2533;1.0055;0.4240
28;SEEDLE;8;0.0369;0.2772;0.3387;0.2201;0.2380;0.0164;0.0065;0.0006;0.0008;0.0000;0.1515;0.1077;0.1061;0.0003;0.0482;0.7939;5.2320;2.7354;1.1495;0.3513
28;SEEDLE;9;0.0445;0.7708;0.8054;0.0977;0.0831;0.0898;0.0019;0.0002;0.0002;0.0000;0.1387;0.0986;0.0972;0.0008;0.0442;0.1268;5.3597;2.1100;1.8107;0.1705
28;SEEDLE;10;0.0167;0.3953;0.3975;0.0504;0.0498;0.0257;0.0006;0.0001;0.0001;0.0000;0.0518;0.0368;0.0363;0.0004;0.0165;0.1274;5.8181;2.8519;0.8671;0.2796
28.5;SEEDLE;1;0.2510;2.0122;2.0643;0.2011;0.1997;0.0779;0.0255;0.0026;0.0032;0.0000;0.7855;0.5582;0.5501;0.0021;0.2500;0.0999;3.5503;1.5563;4.6575;0.1454
28.5;SEEDLE;2;0.1214;0.7592;0.8041;0.2372;0.2653;0.0268;0.0173;0.0017;0.0022;0.0000;0.3953;0.2809;0.2768;0.0008;0.1258;0.3125;3.3287;2.4758;2.0897;0.3492
28.5;SEEDLE;3;0.0274;0.5762;0.6441;0.0726;0.0687;0.2153;0.0010;0.0001;0.0001;0.0000;0.0861;0.0612;0.0603;0.0006;0.0274;0.1261;3.8313;2.2018;1.4321;0.1676
28.5;SEEDLE;4;0.0622;0.7728;0.8464;0.1784;0.1874;0.1098;0.0047;0.0005;0.0006;0.0000;0.2012;0.1430;0.1409;0.0008;0.0640;0.2309;4.4101;1.8736;2.1211;0.1736
29;SEEDLE;1;0.0264;0.6388;0.6413;0.0590;0.0618;0.0071;0.0009;0.0001;0.0001;0.0000;0.0831;0.0590;0.0582;0.0006;0.0264;0.0924;4.2359;2.7134;1.4213;0.1642
29;SEEDLE;2;0.0100;0.5479;0.5506;0.0287;0.0290;0.0116;0.0002;0.0000;0.0000;0.0000;0.0324;0.0230;0.0227;0.0006;0.0103;0.0524;4.3121;2.1154;1.2151;0.0849
29;SEEDLE;3;0.0265;0.4655;0.4696;0.0913;0.0886;0.0569;0.0014;0.0001;0.0002;0.0000;0.0832;0.0591;0.0583;0.0005;0.0265;0.1961;4.6421;3.1960;1.0631;0.2951
29;SEEDLE;4;0.0124;0.3398;0.3437;0.0527;0.0527;0.0189;0.0004;0.0000;0.0000;0.0000;0.0383;0.0272;0.0268;0.0003;0.0122;0.1549;4.8108;2.5358;0.7784;0.2573
29.5;SEEDLE;1;0.0514;0.8982;0.9030;0.0751;0.0771;0.0207;0.0024;0.0002;0.0003;0.0000;0.1613;0.1146;0.1129;0.0009;0.0513;0.0836;4.0708;2.2883;1.9901;0.1630
29.5;SEEDLE;2;0.0611;0.8550;1.0137;0.1067;0.0936;0.2810;0.0031;0.0003;0.0004;0.0000;0.1922;0.1366;0.1346;0.0010;0.0612;0.1247;4.8822;2.3521;2.2235;0.1552
29.5;SEEDLE;3;0.0327;0.3678;0.3761;0.1114;0.1187;0.0552;0.0024;0.0002;0.0003;0.0000;0.1034;0.0735;0.0724;0.0004;0.0329;0.3029;5.1114;2.6245;0.8997;0.5079
30;SEEDLE;1;0.0514;1.0633;1.0930;0.0771;0.0768;0.0997;0.0020;0.0002;0.0003;0.0000;0.1606;0.1141;0.1124;0.0011;0.0511;0.0725;4.0988;2.5925;2.3907;0.1131
30;SEEDLE;2;0.0165;0.5008;0.5407;0.0977;0.0819;0.0128;0.0005;0.0001;0.0001;0.0000;0.0556;0.0395;0.0389;0.0005;0.0177;0.1951;3.8223;1.8150;1.2417;0.1343
30.5;SEEDLE;1;0.0274;0.2745;0.2866;0.1511;0.1457;0.0234;0.0023;0.0002;0.0003;0.0000;0.0845;0.0601;0.0592;0.0003;0.0269;0.5505;4.4805;2.2856;0.7874;0.5561
31;SEEDLE;1;0.0175;0.4166;0.4181;0.0670;0.0687;0.0308;0.0007;0.0001;0.0001;0.0000;0.0553;0.0393;0.0388;0.0004;0.0176;0.1609;3.7814;2.7855;0.9045;0.2692
31;SEEDLE;2;0.0596;0.5855;0.6045;0.1290;0.1269;0.0868;0.0050;0.0005;0.0006;0.0000;0.1871;0.1329;0.1310;0.0006;0.0596;0.2204;3.9933;2.1849;1.3606;0.4048
31;SEEDLE;3;0.0191;0.3248;0.3422;0.1224;0.1498;0.0502;0.0010;0.0001;0.0001;0.0000;0.0598;0.0425;0.0419;0.0003;0.0190;0.3768;4.5233;2.2233;0.9191;0.2836
31;SEEDLE;4;0.0252;0.3482;0.3595;0.1069;0.1015;0.0518;0.0016;0.0002;0.0002;0.0000;0.0796;0.0566;0.0557;0.0004;0.0253;0.3071;4.7632;2.8835;0.8325;0.4574
31;SEEDLE;5;0.0950;0.7712;0.7799;0.1829;0.1856;0.0131;0.0099;0.0010;0.0013;0.0000;0.2993;0.2127;0.2096;0.0008;0.0953;0.2372;4.9984;1.7951;1.8299;0.3564
36;SEEDLE;1;0.0301;0.3184;0.3477;0.1487;0.1456;0.0319;0.0025;0.0002;0.0003;0.0000;0.0973;0.0691;0.0681;0.0003;0.0310;0.4668;5.4365;3.6512;0.9635;0.4080
36;SEEDLE;2;0.0338;0.4512;0.4707;0.1760;0.1596;0.0783;0.0027;0.0003;0.0003;0.0000;0.1073;0.0763;0.0752;0.0005;0.0342;0.3902;6.0965;3.1628;1.1384;0.3282
