sample.id;depth;age;Pinus;Picea;Betula;Alnus;Juniperus;Salix;Ericaceae;Poaceae;Artemisia;Cyperaceae;Sphagnum
69;39;2666;50.69582505;19.08548708;26.64015905;1.391650099;0.198807157;0;0.596421471;0;0.397614314;0.596421471;1.37254902
70;39.5;2693;51.08910891;20.1980198;25.34653465;0.594059406;0;0;0.792079208;0.594059406;0.198019802;0.99009901;1.750972763
71;40;2719;52.39043825;14.94023904;29.08366534;0.597609562;0.398406375;0;1.593625498;0.398406375;0.199203187;0.398406375;1.181102362
72;40.5;2742;51.09343936;16.89860835;28.82703777;0.994035785;0;0.198807157;0.397614314;0.795228628;0;0.795228628;1.949317739
73;41;2767.5;59.48103792;13.97205589;22.55489022;1.596806387;0.399201597;0;0.798403194;0.199600798;0;0.399201597;3.653846154
74;41.5;2792;57.4;11.2;27.8;1;0.8;0.4;0.2;0.8;0;0;3.66088632
75;42;2820;65.26946108;10.37924152;21.35728543;0.399201597;0.199600798;0.399201597;0.598802395;0.399201597;0.199600798;0.199600798;2.529182879
76;42.5;2847;57.98816568;16.96252465;21.69625247;1.183431953;0.591715976;0;0.197238659;0.591715976;0.394477318;0.394477318;1.934235977
77;43;2875.5;57;11.6;28.4;0.6;0.4;0;0.8;0.8;0.2;0;3.100775194
78;43.5;2902.5;58.13492063;12.1031746;27.38095238;0.595238095;0.198412698;0.198412698;0.198412698;0.198412698;0;0.793650794;3.632887189
79;44;2928.5;56.48702595;14.97005988;25.5489022;0.598802395;0.598802395;0;0.598802395;0.798403194;0;0.199600798;1.377952756
80;44.5;2953.5;52.08747515;14.11530815;29.42345924;0.994035785;0.994035785;0;0.596421471;0.795228628;0;0.596421471;2.519379845
81;45;2981;59.3625498;12.35059761;25.69721116;1.195219124;0;0;0.199203187;0.398406375;0;0.398406375;2.33463035
82;45.5;3008.5;61.67664671;11.9760479;23.95209581;0.399201597;0;0;1.397205589;0.399201597;0;0.199600798;1.956947162
83;46;3036.5;55.68862275;13.77245509;26.54690619;2.195608782;0.199600798;0;0.598802395;0.598802395;0;0.199600798;1.956947162
84;46.5;3063.5;56.8627451;11.76470588;28.82352941;0.784313725;0;0;0.784313725;0;0;0.784313725;1.162790698
85;47;3090.5;54.56349206;13.49206349;28.37301587;1.19047619;0;0.198412698;0.396825397;0.396825397;0;0.793650794;1.945525292
86;47.5;3116;55.26838966;15.70576541;25.64612326;0.596421471;0.596421471;0;0.397614314;0.994035785;0;0.596421471;2.707930368
