Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Brasicaceae;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Neurospora;Cercophora;Selaginella;plantago lanceolate;Gelasinospora;drosera rotundifolia;Pinus 1/2;Picea 1/2;Betula Coroded;POLLEN SUM;Sediment accrate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol., ml;Sample thickness, cm
1;32.5;927.8600221;388.5623197;308.1701156;30.14707653;6.69935034;0;0;0;0;0;0;10.04902551;0;0;0;0;3.34967517;0;0;0;3.34967517;0;0;0;3.34967517;0;0;0;0;0;0;0;0;0;0;0;10.04902551;0;13.39870068;13.39870068;0;0;0;0;93.79090476;314.869466;0;3.34967517;0;0;0;0;0;0;0;0;0;0;797.2226904;294.7714149;0;1691.585961;;;;;;;
1.5;82;993.3519469;472.8355267;460.9153034;31.7872623;15.89363115;0;0;0;0;0;0;3.973407788;0;0;0;0;3.973407788;0;0;0;0;3.973407788;0;3.973407788;0;0;3.973407788;0;0;0;0;0;0;0;0;0;3.973407788;3.973407788;19.86703894;3.973407788;0;0;0;0;218.5374283;460.9153034;0;0;0;0;0;0;0;0;0;0;0;0;802.6283731;341.7130697;0;1998.624117;;;;;;;
2;130;1722.237289;644.290209;687.6558962;30.97549082;0;0;0;0;0;0;0;12.39019633;0;6.195098164;0;0;6.195098164;0;0;0;0;6.195098164;0;6.195098164;0;0;0;0;0;0;0;0;0;0;0;0;0;6.195098164;18.58529449;0;0;0;0;0;662.8755035;1077.94708;0;0;0;0;0;0;0;0;0;0;0;0;1139.898062;396.4862825;0;3122.329474;;;;;;;
2.5;179;1404.64891;428.5369556;490.4367381;19.04608692;9.523043458;0;0;0;0;0;0;19.04608692;0;0;0;0;9.523043458;0;0;0;0;4.761521729;0;0;4.761521729;0;0;0;0;0;4.761521729;0;0;4.761521729;0;0;4.761521729;0;14.28456519;4.761521729;0;0;0;0;376.1602166;809.4586939;0;0;0;0;0;0;0;0;0;0;0;0;780.8895636;304.7373907;0;2404.568473;;;;;;;
3;228;1591.526852;576.1441292;633.1881024;22.81758928;28.5219866;0;0;0;0;0;0;11.40879464;0;0;0;0;17.11319196;0;0;0;0;5.704397319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.40879464;0;34.22638391;5.704397319;0;0;0;0;564.7353346;975.4519415;0;0;0;0;0;0;0;0;0;0;0;0;1072.426696;433.5341962;11.40879464;2897.833838;;;;;;;
3.5;277.5;1515.045673;560.1401256;570.8094614;37.34267504;10.66933573;0;0;0;0;0;0;5.334667863;0;0;0;0;5.334667863;0;0;5.334667863;0;5.334667863;0;0;5.334667863;0;0;0;0;0;0;0;0;0;0;0;5.334667863;0;32.00800718;0;0;0;0;0;490.7894434;954.9055475;0;5.334667863;0;0;0;0;0;0;0;0;0;0;1077.602908;384.0960861;0;2726.015278;;;;;;;
4;326;1808.111895;539.368972;661.9528293;6.129192864;0;0;0;0;0;0;0;24.51677146;0;0;0;0;18.38757859;0;0;6.129192864;0;0;0;6.129192864;0;0;0;0;0;0;0;0;0;0;0;0;6.129192864;0;18.38757859;6.129192864;0;0;0;0;649.6944436;1035.833594;0;6.129192864;0;0;0;0;0;0;0;0;0;0;1127.771487;318.7180289;6.129192864;3076.854818;;;;;;;
4.5;375;1697.786423;563.8857435;686.4696008;49.03354291;12.25838573;0;0;0;0;0;0;30.64596432;0;0;0;0;24.51677146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.129192864;6.129192864;30.64596432;12.25838573;0;0;0;0;649.6944436;1078.737944;0;0;0;0;0;0;0;0;0;0;0;0;1115.513101;355.4931861;0;3070.725625;;;;;;;
5;424;1165.091461;443.8443662;456.6475691;21.33867145;12.80320287;0;4.267734291;0;0;0;0;17.07093716;0;0;0;0;17.07093716;0;0;0;0;4.267734291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.267734291;0;12.80320287;0;0;0;0;0;277.4027289;661.498815;0;4.267734291;0;0;0;0;0;0;0;0;0;0;879.1532638;273.1349946;0;2146.670348;;;;;;;
5.5;473;1472.972255;527.2262315;690.2858907;27.17660987;0;0;0;10.87064395;0;0;0;16.30596592;0;0;0;0;5.435321974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.435321974;0;32.61193184;5.435321974;0;0;0;0;510.9202655;983.7932773;0;0;0;0;0;0;0;0;0;0;0;0;1054.452463;304.3780305;0;2755.708241;;;;;;;
6;521;1520.03983;545.4981649;919.3789296;30.64596432;12.25838573;0;0;0;0;0;6.129192864;30.64596432;0;0;0;0;12.25838573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.90435005;0;0;0;0;0;649.6944436;1072.608751;0;0;0;0;0;0;0;0;0;0;0;0;931.6373153;330.9764147;0;3076.854818;;;;;;;
6.5;570;1573.316661;526.2855027;598.3035188;22.15938959;11.07969479;0;0;0;0;0;0;16.61954219;5.539847396;0;0;0;16.61954219;0;0;0;0;5.539847396;0;0;0;5.539847396;0;0;0;0;0;0;0;0;0;0;0;0;38.77893177;0;0;0;0;0;531.82535;952.8537522;0;0;0;0;0;0;0;0;0;0;0;0;908.534973;299.1517594;5.539847396;2781.003393;;;;;;;
7;621.5;1519.438929;440.5808047;790.7860597;28.24235928;22.59388742;0;0;0;0;0;5.648471855;22.59388742;0;0;0;0;28.24235928;0;0;0;0;11.29694371;0;0;0;0;0;0;0;0;11.29694371;0;0;0;0;0;5.648471855;0;50.8362467;5.648471855;0;0;0;0;553.5502418;1022.373406;0;0;0;0;0;0;0;0;0;0;0;0;1095.80354;293.7205365;0;2886.369118;;;;;;;
7.5;671;1591.255214;488.3507381;647.4762595;16.46126083;0;0;0;0;0;0;0;21.94834778;0;0;0;0;0;0;0;0;0;5.487086945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.46126083;0;0;0;0;0;521.2732598;899.882259;0;0;0;0;0;0;0;0;0;0;0;0;1229.107476;296.302695;0;2770.978907;;;;;;;
8;719;1051.073749;342.5721849;471.0367543;42.82152312;7.785731476;0;0;0;0;0;0;23.35719443;0;0;0;0;15.57146295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.785731476;0;23.35719443;0;0;0;0;0;202.4290184;603.3941894;0;0;0;0;0;0;0;0;0;0;0;0;848.6447309;186.8575554;0;1962.004332;;;;;;;
8.5;766.5;1734.561581;551.6273578;710.9863722;36.77515718;6.129192864;0;0;0;0;0;0;36.77515718;0;0;0;0;6.129192864;0;0;6.129192864;0;0;0;0;0;0;0;0;0;0;6.129192864;0;0;0;0;0;0;0;24.51677146;0;0;0;0;0;649.6944436;1097.125523;0;0;0;0;0;0;0;0;0;0;0;0;1409.714359;318.7180289;0;3095.242396;;;;;;;
9;814;5236.13341;1253.960752;1830.104881;67.78166226;33.89083113;0;0;0;0;0;0;67.78166226;0;0;0;0;33.89083113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.94541557;0;0;0;0;0;0;16.94541557;33.89083113;0;0;0;0;2812.938984;3101.011048;0;0;0;0;0;0;0;0;0;0;0;0;4338.026385;745.5982849;16.94541557;8540.489445;;;;;;;
9.5;860;1587.114016;391.3431821;695.7212126;16.30596592;0;0;0;0;0;0;0;32.61193184;0;0;0;0;5.435321974;0;0;5.435321974;0;5.435321974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.61193184;10.87064395;0;0;0;0;510.9202655;972.9226333;0;0;0;0;0;0;0;0;0;0;0;0;1391.442425;217.412879;0;2739.402275;;;;;;;
10;906;1403.428007;359.4745422;659.8573788;24.62154398;9.848617593;0;0;0;0;0;0;14.77292639;0;0;0;0;4.924308797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.924308797;0;19.69723519;0;0;0;0;0;408.7176301;871.602657;0;0;0;0;0;0;0;0;0;0;0;0;1043.953465;206.8209695;0;2481.851634;;;;;;;
10.5;953;1556.127601;403.8393429;678.4500961;21.53809829;0;0;0;0;0;0;0;16.15357372;0;0;0;0;16.15357372;0;0;0;0;5.384524572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.92262286;0;0;0;0;0;500.7607852;969.214423;0;0;0;0;0;0;0;0;0;0;0;0;1378.43829;236.9190812;0;2697.646811;;;;;;;
11;1002.5;1273.092673;413.5228024;580.7904528;18.58529449;0;0;0;0;0;0;4.646323623;23.23161811;4.646323623;0;0;0;4.646323623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.87794174;9.292647245;0;0;0;0;353.1205953;780.5823686;0;4.646323623;0;0;0;0;0;0;0;0;0;0;985.020608;223.0235339;0;2323.161811;;;;;;;
11.5;1051;1616.404363;410.7694255;613.4868043;10.66933573;0;0;0;0;0;0;5.334667863;26.67333932;0;0;0;0;10.66933573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.67734291;5.334667863;0;0;0;0;490.7894434;933.566876;0;0;0;0;0;0;0;0;0;0;0;0;1194.965601;245.3947217;0;2694.007271;;;;;;;
12;1096;1370.04352;317.5597563;626.0463766;22.68283973;4.536567947;0;0;0;0;0;4.536567947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.536567947;0;18.14627179;0;0;0;0;0;331.1694601;730.3874394;0;0;0;0;0;0;0;0;0;0;0;0;907.3135893;181.4627179;0;2349.942196;;;;;;;
12.5;1139.5;1691.432306;348.8579131;629.0013888;5.285725956;10.57145191;0;0;0;0;0;0;10.57145191;0;0;0;0;5.285725956;0;0;0;0;5.285725956;0;0;0;0;0;0;0;0;0;5.285725956;0;0;5.285725956;0;5.285725956;0;15.85717787;0;0;0;0;0;481.001062;935.5734942;0;0;0;0;0;0;0;0;10.57145191;0;0;0;1004.287932;158.5717787;0;2722.148867;;;;;;;
13;1183;1485.061161;268.2050257;665.5458044;39.73407788;14.9002792;0;0;0;0;0;0;14.9002792;0;0;0;0;14.9002792;0;0;4.966759735;0;4.966759735;0;0;0;0;0;0;0;0;0;0;0;0;4.966759735;0;4.966759735;0;9.933519469;4.966759735;0;0;0;0;417.2078177;898.983512;0;0;0;0;0;0;0;0;0;0;0;0;1122.4877;119.2022336;0;2523.113945;;;;;;;
13.5;1233.5;1484.303519;312.4849514;634.7350576;14.6477321;9.765154733;0;0;0;0;0;0;14.6477321;0;0;0;0;0;0;0;0;0;4.882577366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.53030947;0;0;0;0;0;400.371344;834.9207296;0;0;0;0;0;0;0;0;0;0;0;0;1083.932175;136.7121663;0;2475.466725;;;;;;;
14;1281.5;1811.58721;320.7400307;789.9708164;29.69815099;5.939630198;0;0;5.939630198;0;0;11.8792604;17.81889059;0;0;0;0;11.8792604;0;0;0;0;0;0;0;0;5.939630198;0;0;0;0;0;0;0;0;0;0;0;11.8792604;11.8792604;0;0;0;0;0;611.7819104;997.8578733;0;0;0;0;0;0;0;0;0;0;0;0;1330.477164;142.5511248;5.939630198;3011.39251;;;;;;;
14.5;1331.5;1560.39035;273.6684614;576.1441292;0;0;0;0;0;0;0;0;14.40360323;0;0;0;0;4.801201077;0;0;0;0;0;0;0;0;4.801201077;0;0;0;0;0;0;0;0;0;0;0;0;28.80720646;0;0;0;0;0;384.0960861;821.0053841;0;0;0;0;0;0;0;0;0;0;0;0;1152.288258;124.831228;0;2434.208946;;;;;;;
15;1376;1712.719366;345.6864775;549.9557597;10.4753478;5.237673902;0;0;0;0;0;0;5.237673902;0;0;0;0;10.4753478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.4753478;5.237673902;0;0;0;0;471.3906512;848.5031721;0;5.237673902;0;0;0;0;0;0;0;0;0;0;1152.288258;178.0809127;0;2639.787647;;;;;;;
15.5;1419.5;1912.038759;386.2065042;823.0630417;0;6.331254167;0;0;0;0;0;0;25.32501667;0;0;0;0;25.32501667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.331254167;56.98128751;6.331254167;0;0;0;0;690.1067042;1095.306971;0;0;0;0;0;0;0;0;6.331254167;0;0;0;1266.250833;177.2751167;0;3178.289592;;;;;;;
16;1467;1870.983512;344.4985515;766.2122956;5.939630198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.81889059;0;0;0;0;0;611.7819104;1075.073066;0;0;0;0;0;0;0;0;0;0;0;0;1271.080862;154.4303852;0;2987.63399;;;;;;;
16.5;1512.5;1800.450404;299.1517594;614.923061;22.15938959;0;0;0;0;0;0;0;27.69923698;0;0;0;0;0;0;0;0;0;5.539847396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.539847396;0;27.69923698;5.539847396;0;0;0;0;531.82535;997.1725313;0;0;0;0;0;0;0;0;0;0;0;0;1296.324291;132.9563375;0;2775.463546;;;;;;;
17;1562;1728.432388;366.6371731;797.2903606;11.63927534;0;0;0;0;0;0;0;5.819637669;0;0;0;0;5.819637669;0;0;0;0;5.819637669;0;0;0;0;0;0;0;0;0;0;0;0;5.819637669;0;5.819637669;0;11.63927534;0;0;0;0;0;587.7834046;1082.452606;0;0;0;0;0;0;0;0;0;0;5.819637669;0;1291.959562;162.9498547;0;2933.097385;;;;;;;
17.5;1611;1818.054808;460.9153034;877.0193967;12.80320287;6.401601436;0;0;0;0;0;0;25.60640574;0;0;0;0;0;0;0;6.401601436;0;6.401601436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.401601436;6.401601436;25.60640574;0;0;0;0;0;704.1761579;1165.091461;0;0;0;0;0;0;0;0;0;0;0;0;1280.320287;192.0480431;0;3220.005522;;;;;;;
18;1659;2215.411354;267.4954886;871.0750525;41.15315209;20.57657604;0;0;0;0;0;0;27.43543472;0;0;0;0;20.57657604;0;0;0;6.858858681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.29429341;0;0;0;0;0;795.627607;1282.606573;0;0;0;0;0;0;0;0;0;0;0;0;1687.279236;109.7417389;0;3470.582493;;;;;;;
18.5;1703;2452.505415;545.0012033;879.7876568;7.785731476;0;0;0;0;0;0;0;15.57146295;0;0;0;0;7.785731476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.57146295;0;0;0;0;0;981.002166;1424.78886;0;0;0;0;0;0;0;0;7.785731476;0;0;0;1744.003851;202.4290184;0;3908.437201;;;;;;;
19;1751;2138.93508;453.7135018;950.6378132;50.41261131;7.201801615;0;0;7.201801615;0;0;0;14.40360323;0;0;0;0;7.201801615;0;0;0;7.201801615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.40360323;0;21.60540485;0;0;0;0;0;864.2161938;1253.113481;0;0;0;0;0;0;0;0;0;0;0;0;1613.203562;230.4576517;0;3651.313419;;;;;;;
19.5;1799;2048.512459;334.3058528;1152.288258;35.56445242;0;0;0;0;0;0;0;7.112890484;0;0;0;0;0;0;0;0;0;0;0;0;7.112890484;0;0;0;0;0;0;0;0;0;0;0;0;0;14.22578097;7.112890484;0;0;0;0;846.4339676;1187.852711;0;0;0;0;0;0;0;0;0;0;0;0;1621.73903;156.4835907;0;3584.896804;;;;;;;
20;1842.5;2304.576517;357.3552194;955.3782396;7.292963661;0;0;0;0;0;0;7.292963661;14.58592732;0;0;0;0;0;0;0;0;0;7.292963661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.292963661;0;36.46481831;14.58592732;0;0;0;0;882.448603;1334.61235;0;0;0;0;0;0;0;0;0;0;0;0;2202.475026;145.8592732;0;3661.067758;;;;;;;
20.5;1890;2486.516768;447.2697845;818.731131;15.16168761;7.580843806;0;0;0;0;0;0;15.16168761;0;0;0;0;15.16168761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.580843806;0;22.74253142;0;0;0;0;0;940.0246319;1372.132729;0;0;0;0;0;0;0;0;0;0;0;0;2198.444704;181.9402513;0;3813.164434;;;;;;;
21;1938;2950.255282;705.2798823;1162.221778;59.60111682;9.933519469;0;0;9.933519469;0;0;0;29.80055841;0;0;0;0;29.80055841;0;0;0;0;0;0;0;0;9.933519469;0;0;0;0;0;0;0;0;0;0;9.933519469;9.933519469;39.73407788;19.86703894;0;0;0;0;1410.559765;1817.834063;0;0;0;0;0;0;0;0;0;0;0;0;2602.582101;298.0055841;0;4976.693254;;;;;;;
21.5;1986.5;1978.094844;428.9072962;742.5857665;44.81121005;25.60640574;0;0;0;0;0;0;6.401601436;0;0;0;0;6.401601436;0;0;6.401601436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.401601436;0;0;0;0;0;704.1761579;1152.288258;0;0;0;0;0;0;0;0;0;0;0;0;1472.36833;179.2448402;0;3239.210326;;;;;;;
22;2034;1818.454908;408.1020915;690.1726548;72.01801615;18.00450404;0;0;0;0;0;0;24.00600538;6.001501346;0;0;0;6.001501346;0;0;0;0;0;0;0;6.001501346;0;0;0;0;0;0;0;0;0;0;0;0;0;24.00600538;0;0;0;0;0;624.15614;1104.276248;0;0;0;0;0;0;0;0;0;0;0;0;1164.291261;156.039035;0;3048.762684;;;;;;;
22.5;2077.5;1889.50494;396.4862825;786.7774668;24.78039265;0;0;0;0;0;0;0;12.39019633;0;0;0;0;0;0;0;0;0;0;0;0;6.195098164;6.195098164;0;0;0;0;0;0;0;0;0;0;6.195098164;0;43.36568715;0;0;0;0;0;662.8755035;1127.507866;0;0;0;0;0;0;0;0;0;0;0;0;1437.262774;185.8529449;0;3128.524573;;;;;;;
23;2125;1494.713543;391.3431821;777.2510422;21.7412879;5.435321974;0;0;0;0;0;0;10.87064395;0;0;0;0;5.435321974;0;0;0;0;10.87064395;0;0;0;0;0;0;0;0;0;0;0;0;5.435321974;0;0;10.87064395;21.7412879;0;0;0;0;0;510.9202655;962.0519894;0;0;0;0;0;0;0;0;0;0;0;0;1174.029546;184.8009471;0;2723.096309;;;;;;;
23.5;2171;1595.919238;403.3008905;823.8861048;17.28432388;17.28432388;0;0;0;5.761441292;0;0;17.28432388;0;5.761441292;0;0;5.761441292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.761441292;0;5.761441292;0;57.61441292;0;0;0;0;0;576.1441292;1042.820874;0;0;0;0;0;0;0;0;0;0;0;0;1313.608615;184.3661214;0;2903.766411;;;;;;;
24;2217.5;1836.063709;392.5377584;886.3755834;18.9937625;0;0;0;0;0;0;12.66250833;6.331254167;0;0;0;0;12.66250833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.66250833;6.331254167;6.331254167;0;0;0;0;0;690.1067042;1158.619513;0;0;0;0;0;0;0;0;0;0;0;0;1481.513475;189.937625;0;3178.289592;;;;;;;
24.5;2265;1547.05368;282.7373967;842.8775224;10.66933573;0;0;0;0;0;0;0;16.00400359;0;0;0;0;5.334667863;0;0;0;0;5.334667863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.33867145;5.334667863;0;0;0;0;490.7894434;960.2402154;0;0;0;0;0;0;0;0;0;0;0;0;1312.328294;128.0320287;0;2710.011274;;;;;;;
25;2311;1589.936203;421.0284021;758.9590933;33.23908438;0;0;0;0;0;0;0;11.07969479;0;0;0;0;5.539847396;0;0;0;0;0;0;0;0;5.539847396;0;0;0;0;0;0;0;0;0;0;0;0;27.69923698;5.539847396;0;0;0;0;531.82535;1002.712379;0;0;0;0;0;0;0;0;0;0;0;0;1240.925817;199.4345063;0;2825.322172;;;;;;;
25.5;2356;1728.432388;361.622379;943.8957011;18.38757859;6.129192864;0;0;0;0;0;0;30.64596432;0;0;0;0;6.129192864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.129192864;30.64596432;6.129192864;0;0;0;0;649.6944436;1115.513101;0;0;0;0;0;0;0;0;0;0;0;0;1238.096959;171.6174002;0;3095.242396;;;;;;;
26;2402;1765.432469;274.8577497;576.1441292;21.14290382;5.285725956;0;0;0;0;0;0;5.285725956;0;0;0;0;5.285725956;0;0;5.285725956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.42862978;5.285725956;0;0;0;0;481.001062;930.2877683;0;0;0;0;0;0;0;0;0;0;0;0;1427.146008;169.1432306;0;2658.720156;;;;;;;
26.5;2447.5;2320.14798;474.92962;988.7878974;38.92865738;0;0;0;0;0;0;7.785731476;15.57146295;7.785731476;0;0;0;15.57146295;0;0;0;7.785731476;15.57146295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.50012033;15.57146295;0;0;0;0;981.002166;1424.78886;0;0;0;0;0;0;0;0;0;0;0;0;1977.575795;264.7148702;0;3892.865738;;;;;;;
27;2504;1450.468115;272.910377;747.9765888;35.37727109;0;0;0;0;0;0;0;15.16168761;0;0;0;0;10.10779174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.05389587;0;25.26947935;5.05389587;0;0;0;0;434.6350448;929.9168401;0;0;0;0;0;0;0;0;0;0;0;0;1101.7493;141.5090844;0;2537.055727;;;;;;;
27.5;2576.5;3554.451318;666.4596221;1578.457;46.76909629;0;0;0;0;0;0;0;11.69227407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81.8459185;0;0;0;0;0;1309.534696;2163.070703;0;0;0;0;0;0;0;0;0;0;0;0;2689.223037;350.7682222;0;5857.82931;;;;;;;
28;2627;2923.763109;631.6143301;1466.975218;91.68595114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1873279;0;81.49862324;10.1873279;0;0;0;0;1008.545463;1874.468334;0;0;0;0;0;0;0;0;0;0;0;0;2322.710762;346.3691487;0;5124.225936;;;;;;;
28.5;2660;2795.556548;553.2872334;1417.191861;48.53396785;9.706793569;0;0;0;0;0;9.706793569;0;0;0;0;0;29.12038071;0;0;9.706793569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.41358714;0;0;0;0;0;912.4385955;1776.343223;0;0;0;0;0;0;0;0;0;0;0;0;2446.111979;291.2038071;0;4872.810372;;;;;;;
29;2686;3012.508388;647.0528579;1463.824498;63.6445434;21.2148478;0;0;0;0;0;0;42.4296956;0;0;0;0;31.8222717;0;0;21.2148478;0;10.6074239;0;0;10.6074239;0;0;0;0;0;0;0;0;0;10.6074239;0;10.6074239;0;31.8222717;0;0;0;0;0;1092.564662;1877.51403;0;0;0;0;0;0;0;0;0;0;0;0;2163.914476;297.0078692;0;5346.141646;;;;;;;
29.5;2711;2483.600286;532.2000612;1330.500153;44.3500051;8.87000102;0;0;0;0;0;0;44.3500051;8.87000102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.74000204;0;0;0;0;0;745.0800857;1587.730183;0;0;0;0;0;0;0;0;0;0;0;0;2057.840237;283.8400326;0;4452.740512;;;;;;;
30;2738;2286.489152;522.6260919;1233.070935;32.66413074;8.166032685;0;0;0;0;0;0;8.166032685;0;0;0;0;16.33206537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.166032685;0;0;0;48.99619611;0;0;0;0;0;604.2864187;1396.391589;0;0;0;0;0;0;0;0;0;0;0;0;2041.508171;244.9809806;0;4115.680473;;;;;;;
30.5;2764;2998.251098;697.0104027;1725.930521;88.50925749;22.12731437;0;0;0;0;0;11.06365719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.06365719;55.31828593;0;0;0;0;0;1183.811319;2013.585608;0;0;0;0;0;0;0;0;0;0;11.06365719;0;2522.513839;376.1643443;0;5542.89225;;;;;;;
31;2792;3269.679487;846.0009862;1749.164201;45.72978304;11.43244576;0;0;0;0;0;11.43244576;22.86489152;0;0;0;0;34.29733728;0;0;11.43244576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.43244576;22.86489152;11.43244576;0;0;0;0;1257.569034;2057.840237;0;0;0;0;0;0;0;0;0;0;0;0;2583.732742;388.7031558;0;6002.034024;;;;;;;
31.5;2819;2591.354372;685.9467456;1486.217949;95.27038133;0;0;0;0;0;0;0;28.5811144;0;0;0;0;19.05407627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.05407627;19.05407627;0;0;0;0;876.4875082;1752.975016;0;0;0;0;0;0;0;0;0;0;0;0;2362.705457;304.8652202;0;4906.424638;;;;;;;
32;2844.5;2813.781548;850.4339754;1543.380178;62.99510929;0;0;0;0;0;0;0;10.49918488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.49918488;10.49918488;20.99836976;0;0;0;0;0;1070.916858;1931.850018;0;0;0;0;0;0;0;0;0;0;10.49918488;0;2435.810892;377.9706557;0;5291.58918;;;;;;;
32.5;2869;1532.153846;399.6923077;635.408284;15.37278107;5.124260355;0;0;0;0;0;0;10.24852071;0;5.124260355;0;0;10.24852071;0;0;5.124260355;0;5.124260355;0;0;5.124260355;0;0;0;0;0;0;0;0;0;0;0;0;0;30.74556213;0;0;0;0;0;384.3195266;896.7455621;0;5.124260355;0;0;0;0;0;0;0;0;0;0;1035.100592;174.2248521;0;2628.745562;;;;;;;
33;2894.5;1577.068765;325.1187915;669.64766;29.11511565;4.852519276;0;0;0;0;0;0;14.55755783;0;0;0;0;4.852519276;0;0;0;0;0;0;0;0;4.852519276;0;0;0;0;0;0;0;0;0;0;4.852519276;0;9.705038551;0;0;0;0;0;329.9713107;892.8635467;0;0;0;0;4.852519276;0;0;0;0;0;0;0;1154.899588;155.2806168;0;2634.917967;;;;;;;
33.5;2918.5;1509.133495;276.5935987;587.1548323;29.11511565;0;0;0;0;0;0;0;9.705038551;0;0;0;0;9.705038551;0;0;0;0;0;0;0;9.705038551;0;0;0;0;0;0;0;0;0;0;0;14.55755783;9.705038551;38.8201542;4.852519276;0;0;0;0;329.9713107;781.2556034;0;0;0;0;0;0;0;0;0;0;0;0;1067.554241;135.8705397;0;2445.669715;;;;;;;
34;2945;1488.006372;275.9217114;640.5325444;24.63586709;9.854346837;0;0;0;0;0;0;19.70869367;0;0;0;0;14.78152025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.854346837;0;24.63586709;0;0;0;0;0;344.9021393;822.8379609;0;0;0;0;0;0;0;0;0;0;0;0;1202.230314;137.9608557;0;2483.295403;;;;;;;
34.5;2971.5;1444.219605;392.7793904;821.81534;12.08551971;0;0;0;0;0;0;0;12.08551971;0;0;0;0;30.21379926;0;0;6.042759853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.08551971;0;0;0;0;0;568.0194261;1069.568494;0;0;0;0;0;0;0;0;0;0;6.042759853;6.042759853;1244.80853;157.1117562;0;2719.241934;;;;;;;
