"Age" "BB" "FF" "FS" "TC" "Pinus" "Picea" "Betula" "Alnus" "Juniperus" "Salix" "Ericaceae" "Poaceae" "Artemisia" "Cyperaceae" "Sphagnum" "Tree" "ROC"
4553 0.573391098006089 0.00439512434574492 1.37693673815887 10.1722887020491 55.27888446 9.262948207 30.27888446 2.988047809 0 0 0.796812749 0.796812749 0 0.199203187 1.181102362 6612.7049038 0.0972012643315607
4591 0.53831578153497 0.00433503297756514 1.39837079885724 9.77526879966185 63.74501992 5.976095618 27.68924303 1.593625498 0 0 0.199203187 0.199203187 0 0 0.396825397 4940.44925162 0.0902305402273251
4623 0.511753974423032 0.00428482986960553 1.41796962542047 9.73548639998011 58.88223553 5.588822355 32.33532934 1.796407186 0 0.199600798 0.399201597 0 0 0.199600798 1.183431953 9374.8345579 0.102814721923201
4659 0.48734137478287 0.00422905000163014 1.44237678376595 10.2776417210498 57.67716535 5.31496063 31.88976378 1.771653543 0.787401575 0 0.787401575 0.590551181 0 0.590551181 0.587084149 6684.5821311 0.139629424985792
4692 0.472206985318918 0.00417880682212579 1.46767165522871 10.6731459989044 62.74900398 4.38247012 29.08366534 2.390438247 0.398406375 0 0.398406375 0.199203187 0 0.199203187 1.181102362 5040.5820257 0.109460419729393
4727 0.465869638759291 0.00412664861807847 1.49833236990121 9.72143080027975 63.92156863 3.529411765 30.19607843 1.37254902 0.196078431 0 0.196078431 0 0.196078431 0 0.970873786 6728.90076316 0.0956320851635706
4763 0.470698717525114 0.00407442159131637 1.53439878318432 9.77616519984188 59.32539683 2.182539683 32.53968254 3.76984127 0.198412698 0.198412698 0.396825397 0.793650794 0.198412698 0.198412698 0.591715976 5562.9420952 0.0998061268422463
4796 0.479984605364202 0.0040279889719014 1.56968940530173 9.82609359966476 61.82170543 2.325581395 31.78294574 1.356589147 0.19379845 0.19379845 0.775193798 0.387596899 0.19379845 0.387596899 1.149425287 8061.0147031 0.114410316667484
4827.5 0.492639717698876 0.00398508210087071 1.60512913520752 9.87323649994762 59.76789168 1.353965184 34.42940039 2.51450677 0.386847195 0 0.773694391 0.580270793 0 0.193423598 1.523809524 6350.21688215 0.131557029691907
4861 0.510771063248392 0.00394103096520924 1.64492094808834 10.6970115387347 63.99217221 1.56555773 31.89823875 1.56555773 0 0 0.391389432 0.391389432 0 0.195694716 0.776699029 7369.4090696 0.116005471693668
4895 0.534819778343311 0.00389807583897972 1.68779525446447 10.1871423110619 59.44333996 0.397614314 37.17693837 1.391650099 0 0 0.397614314 0.198807157 0.198807157 0.596421471 1.56555773 5687.99623027 0.0995880717311096
4930 0.566037271131076 0.00385571027901671 1.73474182852263 9.67913200134299 62.75992439 0.378071834 34.21550095 1.134215501 0.378071834 0 0 0.189035917 0 0.56710775 0.750469043 6591.48286675 0.0955239080434859
4964 0.603582710241412 0.00381642577335366 1.78350945056538 9.57041360069068 61.4 0.8 33 2.6 0 0 1.2 0.2 0.2 0 0.793650794 5671.07906904 0.0765262774006613
4998 0.648673658863668 0.00377886310806496 1.83566510892143 9.46169520003837 61.78217822 0.198019802 34.25742574 1.98019802 0.198019802 0.198019802 0.396039604 0.396039604 0 0.396039604 0.590551181 8874.91567665 0.0639718648718545
5030 0.698660692454317 0.00374502917475168 1.88824059463898 10.9288761589404 63.6 0.2 32.8 1.4 0.4 0.2 0.4 0.4 0 0 0.793650794 5630.54172279 0.0875426490281888
5064 0.757514979517324 0.00371067524295237 1.94697830139235 10.4978738396624 59.2445328 0.198807157 38.17097416 1.590457256 0 0 0.198807157 0.198807157 0 0.198807157 0.984251969 10964.94073824 0.102656098138253
5097.5 0.814663947921038 0.00367825080192988 2.00504497840318 10.0609603375527 57.96812749 0 38.24701195 1.992031873 0.398406375 0.199203187 0.398406375 0.199203187 0 0.398406375 0.790513834 5416.5488817 0.0873581384851357
5128 0.864746150698734 0.00364984708608843 2.05759114044756 9.75118759689922 63.83399209 0.197628458 32.80632411 1.185770751 0.395256917 0 0.592885375 0.395256917 0 0 0.784313725 7140.73675073 0.080816839459707
5164.5 0.920864855092892 0.00361710793668788 2.11948855995505 10.3459866925065 57 0 39.6 2.2 0.4 0 0 0.6 0.2 0 0.398406375 7365.9414379 0.0949436838125575
5196 0.964829215298366 0.00358979840496928 2.17156058048252 10.8593064599483 67.18446602 0 31.45631068 1.165048544 0 0 0 0.194174757 0 0 0.579150579 6922.46501056 0.100454887209509
5231 1.0075377812113 0.00356029848428136 2.22742094524581 10.326468907563 58.08383234 0 36.9261477 2.794411178 0.199600798 0 1.19760479 0.399201597 0 0.199600798 0.595238095 6529.0324235 0.110315998571391
5264 1.04052239396676 0.0035331422510493 2.27759892438322 10.0489752808989 60.82677165 0.393700787 35.62992126 2.362204724 0 0 0.393700787 0 0 0.393700787 0.587084149 37133.1860812 0.110553533436118
5296.5 1.06506433544908 0.00350686647289178 2.32417405756298 10.3873821829856 59.16334661 0.597609562 35.65737052 2.988047809 0 0 0.398406375 0.597609562 0 0.398406375 0.198807157 6725.42479108 0.10627869215065
5329 1.08059496183737 0.00348093171135728 2.36739495930425 10.7257890850722 66.33663366 0 30.4950495 1.98019802 0.396039604 0 0.594059406 0 0 0.198019802 0.197628458 7267.4607224 0.106126060705532
5361.5 1.08570747620482 0.00345521586100388 2.40658868107138 11.0641959871589 62 0.6 33.2 2.4 0 0 0.2 0.2 0.2 0.4 0.398406375 5256.25261513 0.107609974695308
5394 1.07962967774248 0.00342961869409207 2.44130934720979 9.472172 64.01590457 0 33.20079523 2.186878728 0 0.198807157 0.198807157 0 0 0 0.788954635 11597.2987106 0.0953641702643577
5427 1.06168558604734 0.00340367069368126 2.47170711300406 9.610376 62 0 32.4 4.2 0.2 0 0.4 0.6 0 0 0.99009901 5825.345024 0.100918175629194
5462.5 1.02853351648624 0.00337574021612788 2.49846901259915 9.75905 65.81532417 0 30.64833006 1.964636542 0.196463654 0 0.589390963 0 0 0.196463654 0.972762646 10458.4439768 0.109496337000503
5497 0.982023572689908 0.00334854777179062 2.51804552040272 9.903536 60.21699819 0 33.45388788 3.797468354 0.361663653 0 0.542495479 0.180831826 0 0.542495479 0.539568345 5770.102159 0.0951036146622495
5532 0.919982430540931 0.00332091405259335 2.53082596747963 10.7913136752137 66.40316206 0 30.63241107 2.173913043 0.395256917 0 0 0.395256917 0 0 0.197238659 9980.3039185 0.0932063910190842
5564 0.849591709637447 0.0032956379662453 2.53558169363931 11.0269794220498 67.72908367 0 28.28685259 2.788844622 0 0 0.398406375 0.597609562 0 0.199203187 0.396825397 5699.4871306 0.0820611039048987
5598 0.760216450199516 0.00326883494097693 2.53272309953211 10.692671302846 63.81322957 0 33.46303502 1.556420233 0.194552529 0 0.194552529 0 0.194552529 0.194552529 0.963391137 10784.3084146 0.0770411344078143
5633 0.652688032192918 0.00324140071400516 2.5207176209962 10.3485305919009 65.89147287 0 29.06976744 3.100775194 0.387596899 0.19379845 0.387596899 0.387596899 0 0.581395349 0.959692898 5416.830597 0.0804869597549061
5665 0.549441102276274 0.00321656864788429 2.50608741890498 10.0338876561797 64.62450593 0 33.00395257 1.581027668 0 0 0.395256917 0.197628458 0 0.197628458 0.393700787 6688.9270947 0.106481533526834
5697 0.445725539782499 0.0031921085967503 2.49000364441281 10.6543261117078 67.4 0.2 29.6 2.2 0.2 0 0 0.4 0 0 1.185770751 7073.82506402 0.113539286021022
5732 0.333495369059399 0.00316595321091035 2.47138807211399 10.9254752181028 66.13545817 0 31.87250996 1.792828685 0.199203187 0 0 0 0 0 0.790513834 7296.5888209 0.0817525907564278
5767 0.22443063315523 0.00314062076479736 2.45244519894441 10.4119854206874 60.23856859 0 32.80318091 4.373757455 0.198807157 0.397614314 0.397614314 0.198807157 0 0.596421471 0.788954635 5072.1408907 0.0896564272614142
5803 0.117583212250611 0.00311565087821909 2.43346511344142 9.88382448620298 63.81709742 0 33.99602386 1.391650099 0 0 0 0.198807157 0 0.198807157 0.198412698 6009.63098163 0.0981478513313483
5838 0.0208606813512331 0.00309268109554497 2.4163366697271 9.5432677487957 59.28143713 0.199600798 37.3253493 2.594810379 0 0 0.399201597 0 0 0.199600798 0.988142292 5619.3613859 0.0777976804782579
5912 -0.151504512721198 0.00304946994976793 2.38859158111217 10.5504220588235 57.7689243 0 38.84462151 2.19123506 0 0 0.398406375 0.199203187 0 0.398406375 0.198807157 6902.712192 0.0527724223482793
5986.5 -0.286889622538192 0.00301508075158914 2.36628867257538 9.89217895220588 56.37450199 0 40.6374502 1.992031873 0.199203187 0 0.199203187 0.199203187 0 0.199203187 0.594059406 4658.18450743 0.0618786577112343
6026 -0.347247915740324 0.00300125328832273 2.35299368958327 10.6321712933754 60.7495069 0 36.29191321 2.366863905 0 0 0.197238659 0 0.197238659 0 0.196850394 5260.5873692 0.0672343103559696
6065.5 -0.397128763045802 0.00299080116825558 2.33986239430972 11.824714138294 56.2745098 0 39.21568627 3.725490196 0.196078431 0 0.196078431 0.196078431 0 0.196078431 0.195694716 4647.6871904 0.0579976291764519
6105.5 -0.434929932384161 0.00298387359003408 2.32780814226723 10.996412010561 60.7495069 0 36.29191321 2.169625247 0.197238659 0 0.197238659 0.197238659 0 0 0.392927308 5250.1496959 0.0833081513671038
6142.5 -0.456750520742875 0.00298084454970028 2.31888523215406 10.2302325424079 60 0 35 3.6 0.2 0 0.4 0.2 0 0 0 3122.9518674 0.0955861200927449
6179 -0.464261345861625 0.00298109612204738 2.3132731096499 9.98312833093533 60 0 36.8627451 2.549019608 0 0 0.196078431 0.196078431 0 0 0.195694716 6127.4636085 0.0698976044272574
6215 -0.457075065845441 0.00298453469218714 2.31146204329034 10.7225732087856 59.96015936 0.199203187 33.26693227 4.980079681 0.398406375 0 0.199203187 0.199203187 0.199203187 0.398406375 0.594059406 3845.309627185 0.0604901993677915
6252.5 -0.445636560012952 0.00299140921249592 2.30589392498443 10.9064831506166 64.96062992 0 31.69291339 2.165354331 0 0 0.393700787 0.196850394 0 0.393700787 0.392156863 3341.26563809 0.0710224369423379
6288.5 -0.433121280480483 0.00300114294726382 2.29565055472088 10.3969087969004 65.8 0 30.8 2.4 0.4 0 0.4 0 0 0.2 0.596421471 3853.09365402 0.0688501384320638
6326.5 -0.414782902627601 0.00301461206091627 2.28242398937394 9.85902475686672 61.06719368 0 35.96837945 1.976284585 0.395256917 0 0 0.197628458 0.197628458 0 0.393700787 9587.0029738 0.071351395590391
6363 -0.388969594905872 0.00303043108392233 2.27005453875218 10.5251343829542 56.1752988 0.199203187 37.4501992 4.183266932 0.199203187 0 0.597609562 0.597609562 0 0.398406375 0.396825397 4564.742479069 0.0765232149226113
6398 -0.353667708702108 0.00304805793852587 2.26085755353359 11.4251075212712 59.12698413 0 35.71428571 4.365079365 0.396825397 0 0 0 0 0.198412698 0.982318271 3959.117478 0.0691931803431469
6433 -0.305090466795029 0.00306789864953261 2.25642584289381 11.106164208243 56.77290837 0.199203187 38.04780876 3.386454183 0.398406375 0 0.199203187 0.199203187 0.199203187 0.398406375 0.594059406 4448.495450319 0.0811089783261087
6468 -0.240541088574543 0.00308972979219509 2.25863637445937 10.3131978308026 58.08966862 0 37.42690058 3.703703704 0.389863548 0 0.194931774 0 0 0.194931774 0.581395349 4328.9283777 0.0938587753937227
6503.5 -0.15622404309474 0.00311364998786481 2.26930462094974 9.624565 59.76095618 0 35.65737052 3.784860558 0 0 0.398406375 0.199203187 0 0 0.790513834 6266.0355753 0.0803762969258047
6541 -0.0619360859970096 0.00314053080456448 2.28056775870104 10.01419 63.61829026 0 32.4055666 3.37972167 0 0 0.198807157 0.198807157 0 0.198807157 1.178781925 4686.3023219 0.0661948729538804
6578 0.0257553719809728 0.00316838694308203 2.28587439346346 10.39862 62.5498008 0.199203187 31.2749004 3.784860558 0.398406375 0 0.398406375 0.796812749 0 0.398406375 0.594059406 5183.80448521 0.059802561465834
6615 0.107270190468252 0.00319724363057602 2.28577416547143 10.0676111111111 60.4743083 0.197628458 35.96837945 2.766798419 0.197628458 0 0.197628458 0 0 0.197628458 0.589390963 5923.245811 0.0659081102613993
6649 0.176036442932534 0.00322437270710998 2.28123227092817 9.9157784 64.07185629 0 31.73652695 3.193612774 0 0 0.199600798 0.399201597 0 0.199600798 0.595238095 6602.6603836 0.0832886918441083
6684 0.239773300343571 0.00325266198862656 2.27226012557883 9.8409344 62.57309942 0 34.69785575 2.339181287 0 0 0 0.194931774 0 0.194931774 0.388349515 5394.9574163 0.0909340320223805
6723.5 0.302335644766978 0.00328471594933235 2.25726443842422 9.7564676 58.96414343 0 36.05577689 3.386454183 0.398406375 0 0.597609562 0.199203187 0 0.398406375 0.396825397 4537.4653603 0.066316773784887
6759.5 0.349832850803008 0.00331378632674227 2.2392887384854 11.7456375407166 61.85770751 0 34.98023715 2.56916996 0.197628458 0 0.197628458 0 0 0.197628458 0.589390963 5372.2462012 0.0424061921354282
6795 0.386754981725354 0.00334207640352991 2.21759696826216 11.255142019544 61.77606178 0 31.66023166 4.44015444 0.193050193 0 0 0.386100386 0.193050193 0.579150579 0.384615385 4393.2757949 0.0740792860413106
6829 0.413001468400786 0.00336863567395725 2.19360822234515 10.7853716612378 61.81102362 0 34.84251969 2.362204724 0 0 0 0.196850394 0 0.196850394 0.392156863 3609.47791615 0.09101000028463
6867 0.431569277206716 0.00339747214438338 2.16346631955242 10.2603342019544 59.2 0 37 3.2 0.2 0 0 0.4 0 0 0.199600798 3804.1840137 0.0888971879530476
6902.5 0.438619004528396 0.00342343455318334 2.13243966108694 10.6084487854251 61.1969112 0 36.67953668 1.930501931 0 0 0 0.193050193 0 0 0.575815739 3798.9790954 0.0900273938467455
6939 0.435277188637261 0.00344896871599148 2.09785143287848 10.7211161375661 60.8 0 34 3.8 0.6 0 0 0.4 0 0 0.596421471 3773.56684 0.0750799290749396
6976.5 0.420322157828206 0.0034737765373794 2.05962831313847 10.0723562169312 60.91269841 0 34.72222222 3.373015873 0.198412698 0 0 0.198412698 0 0 0.591715976 3951.1992433 0.0684006139828666
7013.5 0.394065599871159 0.00349667451878005 2.01941828912128 9.94032795031056 65.86826347 0 29.54091816 3.393213573 0.399201597 0 0.199600798 0.399201597 0 0.199600798 0.199203187 2540.02821907 0.0820821483286327
7049 0.357949112499952 0.00351700867112859 1.97859512316783 10.6622347826087 62.23091977 0 34.83365949 2.544031311 0 0 0 0 0.195694716 0 0.583657588 4870.0444251 0.0938554408738238
7085 0.31009239010396 0.00353582089265169 1.9349825351821 11.3943093167702 65.33864542 0 32.07171315 2.19123506 0 0 0 0 0 0.398406375 0.594059406 4213.37272904 0.0893492919842437
7121 0.254922673131383 0.00355269523655375 1.89101751257657 11.0390629904431 62.37623762 0 35.64356436 1.584158416 0 0 0.198019802 0 0 0.198019802 0.394477318 3526.81811666 0.0899149956682167
7155 0.199262951595766 0.00356664737954818 1.85072609223847 10.2153474853228 57.6 0 35.8 5.2 0.4 0 0.6 0.4 0 0 0 4354.1155837 0.0808388269905379
7192 0.135574502594766 0.00357949272682971 1.80854630178169 10.392147776133 58.56573705 0 37.05179283 3.585657371 0.398406375 0 0.199203187 0 0 0 0.790513834 4484.5156574 0.0597494795723637
7228 0.0711559667704862 0.00358945259241954 1.76948728197415 11.0450472560706 57.96812749 0 37.4501992 3.585657371 0.199203187 0 0.199203187 0.199203187 0 0.398406375 0.198807157 6813.4639064 0.0794844197053463
7263 0.00689899334054779 0.00359657939495722 1.73365670488395 11.6798106393434 61.35458167 0 36.85258964 1.195219124 0 0 0.398406375 0 0 0 0.198807157 4407.10684871 0.0964822057416497
7301 -0.0639109293123178 0.00360129009005749 1.69744916917587 10.809569519755 62.6 0 34.6 2 0.4 0 0.2 0 0 0 0 5488.9586326 0.102908659412292
7340 -0.136874201206312 0.00360261051874299 1.66358741506942 9.85682445945782 61.38613861 0 35.64356436 2.376237624 0.396039604 0 0 0 0 0 0.394477318 4349.9496041 0.0914433753812765
7401 -0.249342436600777 0.00359695433128311 1.61837286446198 10.1013532512704 63.6 0 30.8 4.4 0.4 0 0.4 0.2 0 0 0 4362.9474619 0.0425309639018809
7462.5 -0.355680164117013 0.00358132649584417 1.58443413427437 10.1645855932203 60.82677165 0 36.81102362 1.377952756 0.196850394 0 0 0.393700787 0.196850394 0 0.974658869 4620.13173285 0.0453016454279215
7517 -0.438311018037839 0.00355881620640571 1.56681241508816 10.1493884955752 58.76494024 0 37.4501992 2.988047809 0 0 0.199203187 0 0 0.199203187 0 5197.9613293 0.0534194573357617
7572 -0.505384415213513 0.00352777061700959 1.56362788161849 10.6482336283186 61.53846154 0 34.71400394 2.761341223 0.591715976 0 0 0 0 0.197238659 0.782778865 4853.6279788 0.0539906259726161
7627 -0.550912008909717 0.00348862861993159 1.57807606459375 10.6888739151008 62.64822134 0 34.38735178 1.581027668 0.197628458 0 0.395256917 0.395256917 0 0.395256917 0.393700787 4981.94687174 0.045648575484786
7678 -0.57116467605784 0.00344561630204406 1.60932173643489 9.75571759986487 62.22664016 0 35.38767396 2.186878728 0 0 0 0 0 0 0.396039604 4476.64716518 0.0561984399986416
7728 -0.605830624225593 0.00339780181295051 1.63989510871779 9.77917759995871 63.22067594 0 34.59244533 1.590457256 0 0 0.198807157 0.198807157 0 0.198807157 0.396039604 6468.4172886 0.0541287853063621
7782 -0.673167236577106 0.00334083598168519 1.66517827840691 9.80451440006006 61.43141153 0 35.38767396 2.385685885 0.198807157 0 0.397614314 0 0 0.198807157 0.788954635 4204.9459845 0.0496139410063239
7836 -0.763099993525392 0.0032795019892468 1.68508247596274 9.87381695461307 64.47105788 0 33.13373253 1.397205589 0.199600798 0 0.598802395 0 0.199600798 0 0.199203187 4218.36635616 0.0484698004990724
7889 -0.864875282282912 0.00321635982038166 1.70213692599678 10.7725038152119 63.87225549 0 32.93413174 2.195608782 0.199600798 0 0.199600798 0.199600798 0.199600798 0.199600798 0.199203187 4218.36635567 0.0361361311172838
7940.5 -0.968822066470504 0.00315343968784449 1.71920850984105 10.6624869318182 63.61829026 0 30.81510934 3.777335984 0.596421471 0 0.596421471 0 0 0.397614314 0.592885375 3980.2327718 0.039511841267659
7990 -1.06352043962235 0.00309258572366287 1.74093097019599 9.79404318181818 64.42687747 0 31.81818182 2.173913043 0.395256917 0 0.197628458 0.395256917 0 0 0.393700787 4764.7978856 0.0365276375551487
